,turnover
2020-01-02,0.012993542918786606
2020-01-03,0.15724479260270874
2020-01-06,0.03459795335187382
2020-01-07,0.05713947842674291
2020-01-08,0.028924436841014367
2020-01-09,0.03237778253346388
2020-01-10,0.08817874577922113
2020-01-13,0.017893313659102898
2020-01-14,0.008506059712907195
2020-01-15,0.009874697889925593
2020-01-16,0.009931748076085656
2020-01-17,0.031105376691384842
2020-01-20,0.004146291982560897
2020-01-21,0.020875850705076998
2020-01-22,0.10992396047171954
2020-01-23,0.034239094901235334
2020-02-03,0.10138229641646758
2020-02-04,0.15685163270390712
2020-02-05,0.07934290229800037
2020-02-06,0.026491355187779772
2020-02-07,0.019180366454848663
2020-02-10,0.0038288199537775958
2020-02-11,0.0006017584884706884
2020-02-12,0.013178008524491525
2020-02-13,0.0032993356407060165
2020-02-14,0.02434568347925052
2020-02-17,0.025279887086970765
2020-02-18,0.006138089943112546
2020-02-19,0.010852281641594713
2020-02-20,0.013994069599074746
2020-02-21,0.00955751403989076
2020-02-24,0.03600099596108014
2020-02-25,0.033684446721688216
2020-02-26,0.04346889909280226
2020-02-27,0.006874508203300475
2020-02-28,0.01604144546265296
2020-03-02,0.052382129789545054
2020-03-03,0.05010262094663196
2020-03-04,0.0014978985099491499
2020-03-05,0.020343195179890798
2020-03-06,0.007305492295851021
2020-03-09,0.018344780971319197
2020-03-10,0.04452336724787298
2020-03-11,0.006115943076828591
2020-03-12,0.009863135446157259
2020-03-13,0.024058483300652758
2020-03-16,0.025295447095453956
2020-03-17,0.03640234590516716
2020-03-18,0.04339347471752477
2020-03-19,0.012551060529064177
2020-03-20,0.008475068469394428
2020-03-23,0.013103704032806099
2020-03-24,0.025316678994825398
2020-03-25,0.05821567938809046
2020-03-26,0.015497860493801023
2020-03-27,0.0037675773016750125
2020-03-30,0.0009401788019154853
2020-03-31,0.0013049340451074323
2020-04-01,0.0033481767162477014
2020-04-02,0.003174245191618283
2020-04-03,0.005888044486955894
2020-04-07,0.0007288431264914838
2020-04-08,0.02617210154541589
2020-04-09,0.020053824061224475
2020-04-10,0.001355013548446568
2020-04-13,0.016397081365134965
2020-04-14,0.0006955230845480248
2020-04-15,0.008092173255927898
2020-04-16,0.23141595765413703
2020-04-17,0.008432954171921664
2020-04-20,0.009475990173905234
2020-04-21,0.0009008676576543612
2020-04-22,0.004919305179926538
2020-04-23,0.013572068426049348
2020-04-24,0.009739377528397708
2020-04-27,0.0026220605107691378
2020-04-28,0.007101530703537209
2020-04-29,0.004778610766934935
2020-04-30,0.008509835793230738
2020-05-06,0.02981181246252848
2020-05-07,0.027320951822418768
2020-05-08,0.10471227285709253
2020-05-11,0.003482267822666772
2020-05-12,0.28091908123764087
2020-05-13,0.004760590524251818
2020-05-14,0.0013170900755930387
2020-05-15,0.007839068912878118
2020-05-18,0.2806609451233399
2020-05-19,0.030968986732464877
2020-05-20,0.01715212111654639
2020-05-21,0.021153898629419035
2020-05-22,0.008960127891706256
2020-05-25,0.02707891763848822
2020-05-26,0.014838420499637336
2020-05-27,0.04768207731424905
2020-05-28,0.0060178216969155734
2020-05-29,0.009097948511032274
2020-06-01,0.005124493784124842
2020-06-02,0.0441438784716839
2020-06-03,0.03704438742867066
2020-06-04,0.009425969408035376
2020-06-05,0.006492658393583178
2020-06-08,0.004435579382830415
2020-06-09,0.027032094525196212
2020-06-10,0.01803959007268413
2020-06-11,0.009502464900147507
2020-06-12,0.31202410145288273
2020-06-15,0.009971597486531418
2020-06-16,0.30594463962280555
2020-06-17,0.3281955864705858
2020-06-18,0.020711920900319383
2020-06-19,0.004233553846219519
2020-06-22,0.009554990144959016
2020-06-23,0.009992653591429021
2020-06-24,0.030815450755578462
2020-06-29,0.046664841179026695
2020-06-30,0.013107783306777039
2020-07-01,0.008920980513361598
2020-07-02,0.02832355694295785
2020-07-03,0.030727622899954267
2020-07-06,0.011570569197492386
2020-07-07,0.09147261827204833
2020-07-08,0.007104190557707474
2020-07-09,0.0016541921967990827
2020-07-10,0.005459197396825391
2020-07-13,0.01601027117896482
2020-07-14,0.013239002639980908
2020-07-15,0.03101241018476871
2020-07-16,0.00980083492643049
2020-07-17,0.025005234581453005
2020-07-20,0.010187225683355963
2020-07-21,0.0043149407064498185
2020-07-22,0.03466509185270569
2020-07-23,0.08593701720795316
2020-07-24,0.008754404103603841
2020-07-27,0.03999124770378429
2020-07-28,0.049615549273820614
2020-07-29,0.006464119809463896
2020-07-30,0.00516558913183067
2020-07-31,0.013460370249151025
2020-08-03,0.004712557907227216
2020-08-04,0.006049532947114605
2020-08-05,0.004790115754037344
2020-08-06,0.0530268485704838
2020-08-07,0.0022927289139029333
2020-08-10,0.006958556904169695
2020-08-11,0.01066368101347892
2020-08-12,0.04354315924863625
2020-08-13,0.08320419991555336
2020-08-14,0.01512770552243875
2020-08-17,0.00594106237957806
2020-08-18,0.004023288407900033
2020-08-19,0.005385597853115431
2020-08-20,0.010138578843539428
2020-08-21,0.009448693089132654
2020-08-24,0.02300490637960889
2020-08-25,0.04286309401582715
2020-08-26,0.021649278699923988
2020-08-27,0.011501508996935889
2020-08-28,0.010422037745002645
2020-08-31,0.011323272098662629
2020-09-01,0.014450030632942513
2020-09-02,0.04450858812675497
2020-09-03,0.006409291149377362
2020-09-04,0.007520493170058533
2020-09-07,0.0347975373537751
2020-09-08,0.013408513894474353
2020-09-09,0.01966288575241868
2020-09-10,0.027989502585489
2020-09-11,0.018238402130697804
2020-09-14,0.0026971143255452718
2020-09-15,0.009258997241965397
2020-09-16,0.006163988499979303
2020-09-17,0.005381619394930134
2020-09-18,0.004277008610461451
2020-09-21,0.018484943683715064
2020-09-22,0.039182502860619015
2020-09-23,0.021560160905842563
2020-09-24,1.4114460856384663
2020-09-25,0.012690581463206362
2020-09-28,0.006135537737572465
2020-09-29,0.004446654292093399
2020-09-30,0.014059768070162758
2020-10-09,1.437138243737993
2020-10-12,0.031970254474811194
2020-10-13,0.022285984865886233
2020-10-14,1.4772708534334635
2020-10-15,0.005558363784096819
2020-10-16,0.004899676298682799
2020-10-19,0.02118836192434158
2020-10-20,1.4493738357645574
2020-10-21,0.00158741954724443
2020-10-22,1.4213728109910893
2020-10-23,1.4179792638890976
2020-10-26,0.009718950087239858
2020-10-27,0.001874782371740838
2020-10-28,0.02107756948325802
2020-10-29,0.0020277266604337915
2020-10-30,0.01353320481722857
2020-11-02,0.011080418472859531
2020-11-03,0.014925131720170716
2020-11-04,0.03217299369527201
2020-11-05,0.011317204501480327
2020-11-06,0.008060874333906315
2020-11-09,0.010478833402541
2020-11-10,1.4224050119957783
2020-11-11,0.07736278265115668
2020-11-12,0.013629897889303848
2020-11-13,0.003357250198046502
2020-11-16,0.024214480115431057
2020-11-17,0.02237368864496398
2020-11-18,1.4646368298095462
2020-11-19,0.009770553281442128
