,162411.SZ,510300.SH,511010.SH,513100.SH,518880.SH
2020-01-02,0.0,0.09135588665534879,0.6854429572886455,0.10434160282484085,0.11885955323116477
2020-01-03,0.0,0.11318478576341297,0.6111957000525424,0.12353213289353408,0.1520873812905105
2020-01-06,0.0,0.1158025960481525,0.6219693756882662,0.12786041538586865,0.13436761287771282
2020-01-07,0.0,0.11974962252372687,0.6486770923717143,0.11808781180051457,0.11348547330404417
2020-01-08,0.0,0.12036065295006503,0.658415502657669,0.11231888941602795,0.10890495497623794
2020-01-09,0.0,0.11602371884075417,0.6750952450183136,0.10714785523969673,0.10173318090123554
2020-01-10,0.0,0.11825801233449494,0.7099464777762017,0.09758398338562231,0.07421152650368103
2020-01-13,0.0,0.12013820347227683,0.7161487363836591,0.08814749442631976,0.07556556571774452
2020-01-14,0.0,0.11642411859527124,0.7197435771369041,0.08779815142752408,0.07603415284030067
2020-01-15,0.0,0.11491799777214926,0.7244615815760138,0.08681690287477864,0.07380351777705832
2020-01-16,0.0,0.11028758801874121,0.7291604104239379,0.08733696981019103,0.07321503174712987
2020-01-17,0.0,0.1160212444148083,0.7149926466351526,0.09160515624731717,0.07738095270272184
2020-01-20,0.0,0.11710469139978347,0.7141388529522515,0.09068271230125981,0.0780737433467053
2020-01-21,0.0,0.11664662451718548,0.7240517839503804,0.08008065938593235,0.0792209321465019
2020-01-22,0.0,0.12395397422450857,0.6772069783064878,0.09923624997559193,0.09960279749341175
2020-01-23,0.0,0.1320743669798298,0.660095402511185,0.10405569023534857,0.10377454027363651
2020-02-03,0.0,0.11981391653460549,0.6291002873023462,0.12505130274615883,0.1260344934168894
2020-02-04,0.0,0.09994632290653528,0.5707694030868805,0.13692204537011418,0.19236222863647015
2020-02-05,0.0,0.10786815659495906,0.5332450792791666,0.14056346361165734,0.21832330051421694
2020-02-06,0.0,0.10921858864894832,0.5450946870343226,0.12583696984287393,0.21984975447385505
2020-02-07,0.0,0.10746308606697733,0.5469688312300707,0.12256741569016462,0.22300066701278742
2020-02-10,0.0,0.10761229326972792,0.547060804492839,0.12273987064896337,0.22258703158846965
2020-02-11,0.0,0.10760256313002059,0.5469930133649219,0.12289945737425303,0.2225049661308044
2020-02-12,0.0,0.10775118153044831,0.5527231704099637,0.11561144086911412,0.223914207190474
2020-02-13,0.0,0.10803661660970437,0.5534023478474097,0.1138125058458946,0.22474852969699127
2020-02-14,0.0,0.11037353494778628,0.5619650306424506,0.10034259174597734,0.2273188426637855
2020-02-17,0.0,0.11177165592895727,0.5709386953423048,0.08620504580454146,0.23108460292419644
2020-02-18,0.0,0.10888527278575763,0.5721756035757459,0.08583477270891142,0.23310435092958492
2020-02-19,0.0,0.10935182213096742,0.5767578639786592,0.07975713212725866,0.2341331817631148
