,162411.SZ,510300.SH,511010.SH,513100.SH,518880.SH
2014-08-01,0.0,-0.17665353527175745,-0.8233464647282427,0.0,0.0
2014-08-04,0.0,-0.18697132350108814,-0.8130286764989119,0.0,0.0
2014-08-05,0.0,-0.1732401245180738,-0.8267598754819261,0.0,0.0
2014-08-06,0.0,-0.1712787185086246,-0.8287212814913755,0.0,0.0
2014-08-07,0.0,-0.16744250975755604,-0.8325574902424441,0.0,0.0
2014-08-08,0.0,-0.16388181614374517,-0.8361181838562549,0.0,0.0
2014-08-11,0.0,-0.16421465528002877,-0.8357853447199713,0.0,0.0
2014-08-12,0.0,-0.15933048369625058,-0.8406695163037493,0.0,0.0
2014-08-13,0.0,-0.15823352425102427,-0.8417664757489759,0.0,0.0
2014-08-14,0.0,-0.15852895483340176,-0.8414710451665983,0.0,0.0
2014-08-15,0.0,-0.15014617262104668,-0.8498538273789534,0.0,0.0
2014-08-18,0.0,-0.14712217828985383,-0.8528778217101461,0.0,0.0
2014-08-19,0.0,-0.14834677670826224,-0.8516532232917379,0.0,0.0
2014-08-20,0.0,-0.14876686294925698,-0.851233137050743,0.0,0.0
2014-08-21,0.0,-0.14770808823563458,-0.8522919117643656,0.0,0.0
2014-08-22,0.0,-0.1471136848098985,-0.8528863151901016,0.0,0.0
2014-08-25,0.0,-0.14691244740041662,-0.8530875525995835,0.0,0.0
2014-08-26,0.0,-0.14183915840281536,-0.8581608415971848,0.0,0.0
2014-08-27,0.0,-0.13997556133393652,-0.8600244386660635,0.0,0.0
2014-08-28,0.0,0.14143131724240193,-0.858568682757598,0.0,0.0
2014-08-29,0.0,0.1405190748058418,-0.8594809251941583,0.0,0.0
2014-09-01,0.0,0.13638646886268346,-0.8636135311373165,0.0,0.0
2014-09-02,0.0,0.1361217961074138,-0.8638782038925863,0.0,0.0
2014-09-03,0.0,0.1278317920169349,-0.8721682079830653,0.0,0.0
2014-09-04,0.0,0.1257112670754321,-0.8742887329245679,0.0,0.0
2014-09-05,0.0,0.12388307330374762,-0.8761169266962524,0.0,0.0
2014-09-09,0.0,0.12189532623594032,-0.8781046737640598,0.0,0.0
2014-09-10,0.0,0.0996867558542735,-0.727387607911533,0.0,-0.17292563623419355
2014-09-11,0.0,0.09735637964070544,-0.7279572215806618,0.0,-0.17468639877863276
2014-09-12,0.0,0.09519460476610395,-0.7310959412293715,0.0,-0.17370945400452456
2014-09-15,0.0,0.08423466762695982,-0.656486786805557,0.10695554855801094,-0.15232299700947227
2014-09-16,0.0,0.08466216960362334,-0.652837620706005,0.10763806468371549,-0.15486214500665607
2014-09-17,0.0,0.07461933923647716,-0.6676287829189589,0.1001934380909701,-0.15755843975359388
2014-09-18,0.0,0.07498606351931295,-0.672100779383091,0.09567325256235458,-0.15723990453524156
2014-09-19,0.0,0.10088297352856206,-0.5779296203051876,0.12866338475711445,-0.19252402140913602
2014-09-22,0.0,0.10053493776330545,-0.5840921492122884,0.1207244450481467,-0.1946484679762595
2014-09-23,0.0,0.08801543860753587,-0.6087143616514994,0.122673183139159,-0.1805970166018058
2014-09-24,0.0,-0.08994204930753287,-0.6019273350427186,0.12335240231678321,-0.18477821333296557
2014-09-25,0.0,-0.09785333287645032,-0.5451905264466131,0.14360136316830083,-0.21335477750863588
2014-09-26,0.0,-0.09794237005842268,-0.5530908378280175,0.1379114318503016,-0.21105536026325833
2014-09-29,0.0,-0.10491100905544658,-0.5870525641271142,0.12287731248212944,-0.1851591143353099
2014-09-30,0.0,-0.10792602415248484,-0.5806820698676267,0.1204371579649509,-0.19095474801493745
2014-10-08,0.0,-0.1165302603171229,0.5498159660802905,0.13003684579694189,-0.20361692780564483
2014-10-09,0.0,-0.1171345860603158,0.5629807379946071,0.11138336148388094,-0.2085013144611962
2014-10-10,0.0,0.11930590959919005,-0.5738191256947069,0.10462512245379113,-0.2022498422523118
2014-10-13,0.0,0.11874293586398582,0.57624716802315,0.10104518490668853,-0.20396471120617563
2014-10-14,0.0,0.11902241167636915,-0.5877514045003767,0.09904583418591827,-0.19418034963733588
2014-10-15,0.0,0.13888862733562043,-0.5179288320337384,0.11555903832638582,-0.22762350230425538
2014-10-16,0.0,0.14159312457425388,-0.5127223136315926,0.11907722590116177,-0.22660733589299173
2014-10-17,0.0,0.14413283388848863,0.5164143038939213,0.12236579817514097,-0.21708706404244923
2014-10-20,0.0,0.14375340797399033,-0.5150865794516323,0.12263590345647164,-0.21852410911790587
2014-10-21,0.0,0.14356194859956709,-0.5171182930388374,0.1196392616756163,-0.21968049668597942
2014-10-22,0.0,0.14791403562768615,-0.5063057596787714,0.12182041096758128,-0.22395979372596114
2014-10-23,0.0,-0.16184695399429158,-0.4757547380521102,0.1135345204622468,-0.2488637874913514
2014-10-24,0.0,-0.1569182089314255,0.48565251806122,0.1148843628983967,-0.24254491010895793
2014-10-27,0.0,0.15903275926337845,0.4920236660519425,0.11429790106000304,-0.23464567362467598
2014-10-28,0.0,0.15532389677703068,0.4940786982738694,0.11283184109407403,-0.237765563855026
2014-10-29,0.0,-0.13607413205615362,0.4965439755563937,0.11790925638803272,-0.2494726359994199
2014-10-30,0.0,-0.1315683312635878,0.5005400940631893,0.11673825737678066,-0.2511533172964423
2014-10-31,0.0,-0.13681369601795282,0.5177296662072379,0.12245960150298169,-0.2229970362718277
2014-11-03,0.0,-0.13110784067423928,0.5528582770900411,0.1289163629162579,-0.18711751931946166
2014-11-04,0.0,-0.13291757090916573,0.557599704580482,0.13018196912949376,-0.1793007553808584
2014-11-05,0.0,-0.1395250107066739,0.535161881141073,0.13699113112440583,-0.18832197702784728
2014-11-06,0.0,-0.14378193186304916,0.5466019120012522,0.1401030154401603,-0.1695131406955385
2014-11-07,0.0,-0.14883294598960944,0.5306400809835056,0.1449667602609728,-0.17556021276591205
2014-11-10,0.0,-0.15227816295511784,0.5200120518592771,0.14768788591953927,-0.18002189926606568
2014-11-11,0.0,-0.13184599694267174,0.5577306486708024,0.160161264823995,-0.150262089562531
2014-11-12,0.0,-0.13143181442912646,0.5594811475161079,0.16335790155051963,-0.14572913650424613
2014-11-13,0.0,-0.12939821573972637,0.5674965175631697,0.16697363582524316,-0.13613163087186078
2014-11-14,0.0,-0.13061239733310404,0.5571593130043162,0.17211594458979887,-0.14011234507278095
2014-11-17,0.0,-0.13222674454049554,0.5518457130136295,0.17429434688638087,-0.14163319555949413
2014-11-18,0.0,-0.1395806492114127,0.5480509426719602,0.18639670068961664,-0.12597170742701044
2014-11-19,0.0,-0.13726578052001784,0.5408515297907347,0.192148038678113,-0.1297346510111345
2014-11-20,0.0,-0.14133885275459365,0.538784808899804,0.18637046627085777,-0.13350587207474462
2014-11-21,0.0,-0.1435036019094164,0.5463679480360225,0.1769961762301466,-0.13313227382441456
2014-11-24,0.0,-0.13257209654821484,0.5557859022194359,0.17925585681385175,-0.13238614441849753
2014-11-25,0.0,-0.11576141955169268,0.5677154476820145,0.18034165672428096,-0.13618147604201183
2014-11-26,0.0,-0.11573448021420248,0.5712553769480287,0.17559645443281738,-0.1374136884049515
2014-11-27,0.0,-0.11496357661205289,0.5715035542633922,0.1756121936677519,-0.13792067545680303
2014-11-28,0.0,-0.11493006337449783,0.5739905839459022,0.17283108831179217,-0.13824826436780782
2014-12-01,0.0,-0.10710118825917102,0.5809330172294118,0.17445379729345314,-0.137511997217964
