,buy_and_hold,periodic_rebalance
2020-05-26,0.9939403926313478,0.9859586279618413
2020-05-27,0.9890924998043016,0.9818358198125449
2020-05-28,0.9909585166417193,0.983843822418068
2020-05-29,0.9860111226102511,0.9774546931815755
2020-06-01,0.9938308797319028,0.9853608851386788
2020-06-02,0.9935694635709567,0.985760750274117
2020-06-03,0.9978128000625407,0.9923375078273003
2020-06-04,0.9975847928718545,0.9924409502188075
2020-06-05,1.00259983237242,0.999634689293328
2020-06-08,1.0139331026176337,1.016777467385855
2020-06-09,1.031196900349783,1.0414317813302227
2020-06-10,1.023444963917231,1.0295566315613744
2020-06-11,1.0102567047727455,1.0095267827078056
2020-06-12,1.0018223775898847,0.9991473996236191
2020-06-15,0.9911869856043378,0.9871560317038347
2020-06-16,1.0121873623686137,1.0121642693626598
2020-06-17,1.0125890533621282,1.012472471845474
2020-06-18,1.0081735336239657,1.0065836005321955
2020-06-19,1.0142749003481026,1.014063777446894
2020-06-22,1.0128124886968317,1.010763854441615
2020-06-23,1.013650774319549,1.0109659754441307
2020-06-24,1.0175269196763852,1.0140791380326157
2020-06-29,1.0036936903715912,0.9968587321876057
2020-06-30,1.0071943899438252,1.0005945189588357
2020-07-01,1.01495378208896,1.008202398075643
2020-07-02,1.0183331088679708,1.011469099654712
2020-07-03,1.0224422620603588,1.0152401313343429
2020-07-06,1.0402443650685091,1.0339833165728438
2020-07-07,1.0366691779705035,1.02935795652538
2020-07-08,1.038211160813213,1.0304512294311072
2020-07-09,1.0439670907209055,1.0355880466140852
2020-07-10,1.0353351034774374,1.025316983116799
2020-07-13,1.0466737918647153,1.0365349406960935
2020-07-14,1.0389500559359819,1.0279390270336908
2020-07-15,1.038402649273764,1.027727687395432
2020-07-16,1.0229964088648915,1.0127934702292873
2020-07-17,1.0280525088983585,1.018296271293163
2020-07-20,1.032118340611746,1.0216452935181652
2020-07-21,1.0438609310817228,1.032457464209076
2020-07-22,1.054077224834851,1.0440373607484412
2020-07-23,1.055415492421572,1.045080664461659
2020-07-24,1.0372703181115994,1.0263201407936449
2020-07-27,1.0466118494051233,1.0354525099174081
2020-07-28,1.0478689131796712,1.035826127106542
2020-07-29,1.0536763509372657,1.041644572717059
2020-07-30,1.0505395481207536,1.0392826026764872
2020-07-31,1.0566929505661722,1.0438802098698206
2020-08-03,1.0590677314147225,1.0461063655118799
2020-08-04,1.0630368242445862,1.049534272837678
2020-08-05,1.0720477708015155,1.058894161314199
2020-08-06,1.0748342644433597,1.0629297471784047
2020-08-07,1.0744080782956353,1.060647401589857
2020-08-10,1.0747743670311565,1.0624549688264746
2020-08-11,1.0705329364538199,1.0616524448702447
2020-08-12,1.0514512871956976,1.0450928416470378
2020-08-13,1.0609294879692184,1.0538589468684032
2020-08-14,1.0654840152448306,1.0568977840992488
2020-08-17,1.075154320156595,1.0668467774873576
2020-08-18,1.0799125467927,1.0704433403827385
2020-08-19,1.0739870231415822,1.0634428676017817
2020-08-20,1.0635473130539803,1.052986595041339
2020-08-21,1.0711392673822133,1.0589291660851088
2020-08-24,1.0806700046142128,1.0665725325040563
2020-08-25,1.0949550686249239,1.0798917444614173
2020-08-26,1.08520858224194,1.0706158551600553
2020-08-27,1.1009062289814007,1.083740702776912
2020-08-28,1.1122037164967815,1.093391581168567
2020-08-31,1.1291570530821717,1.109322852801693
2020-09-01,1.1279982021953863,1.1078543523311144
2020-09-02,1.1370083356739562,1.1131596548776561
2020-09-03,1.1371899870908055,1.1108596165642892
2020-09-04,1.105618333418377,1.0869167970966847
2020-09-07,1.0765460203175343,1.0636063382410974
2020-09-08,1.093543097600824,1.0765805870386456
2020-09-09,1.0691932176064975,1.0540715325807883
2020-09-10,1.0797680853330751,1.0625608524455645
2020-09-11,1.074455785450329,1.0576897641482272
2020-09-14,1.0820896303729484,1.0623690456720876
2020-09-15,1.0940330383322918,1.0710482764032327
2020-09-16,1.092953997324924,1.0712090700940544
2020-09-17,1.077730764584119,1.0597616276706494
2020-09-18,1.0948152409970802,1.0739273971346412
2020-09-21,1.0854815453415312,1.0655483668436871
2020-09-22,1.0704859047425568,1.0510200314230336
2020-09-23,1.0694267104543802,1.0479028963862766
2020-09-24,1.0492811227971641,1.0294405390005255
2020-09-25,1.0488108615159963,1.0287046882082307
2020-09-28,1.0507920140917948,1.0278033449571644
2020-09-29,1.0573479725121422,1.0344833090485686
2020-09-30,1.0553285466728552,1.0310828708038673
2020-10-09,1.0687142958552613,1.0459236320407024
2020-10-12,1.0788632897067953,1.053490389178862
2020-10-13,1.0817316724647086,1.0555679179431208
2020-10-14,1.0759956167763853,1.0496910702476443
2020-10-15,1.0674200921147132,1.0431852279208473
2020-10-16,1.0680142394616203,1.0442227616605728
2020-10-19,1.069475894988101,1.0440854785800724
2020-10-20,1.06667294607666,1.0405769606246333
2020-10-21,1.0683960054408526,1.0426000056670104
2020-10-22,1.0636489201826769,1.0374563233726752
2020-10-23,1.0583754752116912,1.0344904490985865
2020-10-26,1.0489879695514726,1.0254655089508717
2020-10-27,1.0494317792525725,1.0252398083026892
2020-10-28,1.0480498468515225,1.0234987719076094
2020-10-29,1.042207759811517,1.0175233319028167
2020-10-30,1.0309852222049778,1.0061991405967092
2020-11-02,1.0338078637606283,1.0076870479542719
2020-11-03,1.0505464573022376,1.0242274081482452
2020-11-04,1.0677714260281421,1.0388846526248197
2020-11-05,1.0700809706380123,1.0387791322291786
2020-11-06,1.0612400131706148,1.031611880962169
2020-11-09,1.0737600930141722,1.043260044599455
2020-11-10,1.0646222747589775,1.0427184965333942
2020-11-11,1.062882293745337,1.0466291566947967
2020-11-12,1.0600055789243232,1.0410081180439115
2020-11-13,1.052625314168674,1.031196452626424
2020-11-16,1.0626398322126385,1.046440605063447
2020-11-17,1.061841323945249,1.0512628553402106
2020-11-18,1.0577567289161631,1.048431698152709
2020-11-19,1.0570801170681785,1.0468857104815599
2020-11-20,1.0618911369828252,1.0529124403919
2020-11-23,1.0650386771275406,1.0574675030388063
2020-11-24,1.067416568809041,1.06902857028778
2020-11-25,1.0688648088381536,1.075131230041042
2020-11-26,1.067757950541725,1.071555901273895
2020-11-27,1.0709033819734288,1.0748965275778242
2020-11-30,1.06210680508926,1.0642296973097283
2020-12-01,1.0661893070892217,1.063988443093434
2020-12-02,1.0688308732865892,1.0651785992662373
2020-12-03,1.0754207303880716,1.0753596670062642
2020-12-04,1.0772141299762092,1.0784840114985883
2020-12-07,1.0781564596602513,1.0841916695658784
2020-12-08,1.0759937502510095,1.0796677615391637
2020-12-09,1.0746003520185572,1.0803491415489648
2020-12-10,1.0689967629349166,1.0765323196595986
2020-12-11,1.0715116295360305,1.0831343611841031
2020-12-14,1.0742967189516943,1.0862420818648508
2020-12-15,1.0693223519900157,1.0763610915799102
2020-12-16,1.0780257459891804,1.0855249140545065
2020-12-17,1.083589766952564,1.0911831879707021
2020-12-18,1.081939537467345,1.0877670435289943
2020-12-21,1.0862146040767702,1.0896244395521366
2020-12-22,1.0741598094300042,1.0769365711763228
2020-12-23,1.0777965626429893,1.0806984761247895
2020-12-24,1.0834418165653392,1.0898768459001689
2020-12-25,1.0859230576222507,1.090434388317781
2020-12-28,1.0887222579572842,1.0931040536649574
2020-12-29,1.087647937065667,1.090852301440561
2020-12-30,1.0880579431055697,1.0895191602368333
2020-12-31,1.0979089336548957,1.101025667410853
2021-01-04,1.1013239058863058,1.1050156417888553
2021-01-05,1.1013546510611292,1.1036798608650351
2021-01-06,1.1104132785091752,1.1164432393867418
2021-01-07,1.1195331951423608,1.1282700117455295
2021-01-08,1.123179024941739,1.1323758839130662
2021-01-11,1.1103856027427164,1.1176065828227604
2021-01-12,1.1243064925762636,1.1343275368695271
2021-01-13,1.130312946836057,1.1453457237512885
2021-01-14,1.1238160756474014,1.1386166194077894
2021-01-15,1.1241572214765796,1.1407074129190284
2021-01-18,1.1208152009584784,1.135072645692247
2021-01-19,1.1204007018175968,1.1348519753585822
2021-01-20,1.131619334328955,1.1492990180779146
2021-01-21,1.1410763392493757,1.1543684166702044
2021-01-22,1.13466242795906,1.1450332307291
2021-01-25,1.1421429178980411,1.153297806920126
2021-01-26,1.1301402138659093,1.1398877388570883
2021-01-27,1.1333241682363957,1.1419832319627745
2021-01-28,1.1138591432197065,1.1252269200233698
2021-01-29,1.1117597929138703,1.1228658865853895
2021-02-01,1.1145377658454176,1.1245473489442288
2021-02-02,1.1267375393310246,1.135776054140493
2021-02-03,1.1269800290543472,1.1353437965772266
2021-02-04,1.1293589682508303,1.141435604119506
2021-02-05,1.1305791169348358,1.1419837927617151
2021-02-08,1.1394329460806814,1.1508945018869736
2021-02-09,1.1567161832564676,1.1708844275488872
2021-02-10,1.1605100848937373,1.1722544990329802
2021-02-18,1.1632480497863886,1.1810313575190634
2021-02-19,1.155812666923577,1.1700004383319995
2021-02-22,1.1525527054070304,1.1715635676791425
2021-02-23,1.1552501299283178,1.1774436823019798
2021-02-24,1.1417578621178692,1.1651108078730443
2021-02-25,1.1579496775597855,1.1848432159258013
2021-02-26,1.12921337217683,1.1558105223703363
2021-03-01,1.1403515090787526,1.1661134640249144
2021-03-02,1.1356755707254105,1.160821583912503
2021-03-03,1.1436068093437106,1.1691286269348515
2021-03-04,1.1259765193840716,1.153598158965766
2021-03-05,1.1263853705962994,1.1557984876533016
2021-03-08,1.1296354489732723,1.162361572875805
2021-03-09,1.1185680285437416,1.1513644940126404
2021-03-10,1.120270136630852,1.1504989927318625
2021-03-11,1.1392284171181164,1.1705728359255456
2021-03-12,1.1410659781543058,1.1724619021079281
2021-03-15,1.137737245040736,1.1701733911902554
2021-03-16,1.1410323522481152,1.171926851777058
2021-03-17,1.139292874864686,1.1694309455498872
2021-03-18,1.1433375781391373,1.1728027699016528
2021-03-19,1.1144696190765517,1.1429630845017051
2021-03-22,1.1225672788322292,1.151236556799477
2021-03-23,1.1223826590455082,1.1507488152949086
2021-03-24,1.1113499908678752,1.138486659911531
2021-03-25,1.1098342681865454,1.137981461572275
2021-03-26,1.1216678626751986,1.150090161907971
2021-03-29,1.1231104198363073,1.1516934129766752
2021-03-30,1.1230994026098486,1.1511118859717957
2021-03-31,1.1192745429821644,1.1474299285854934
2021-04-01,1.1336056344724101,1.1612841249798518
2021-04-02,1.1498848913880322,1.1787394315794468
2021-04-06,1.144179732746216,1.1710248477228733
2021-04-07,1.1436298001845984,1.1708160431315155
2021-04-08,1.1467336012421494,1.173394557140308
2021-04-09,1.1416723098972077,1.1679399103316346
2021-04-12,1.1343000439677384,1.1597106976385738
2021-04-13,1.130616430873607,1.155779575450239
2021-04-14,1.1389655046780227,1.163934124646901
2021-04-15,1.1403538998151517,1.1668863380470176
2021-04-16,1.142817383164073,1.1685904129185833
2021-04-19,1.1471154454833288,1.1718181340832106
2021-04-20,1.1423705016906158,1.1678610733954695
2021-04-21,1.1366455686138794,1.161432495169456
2021-04-22,1.1380857684238863,1.1623394363562833
2021-04-23,1.1371911384228102,1.161760018113506
2021-04-26,1.1341060337801645,1.15805965248271
2021-04-27,1.1424379613427342,1.167016712401166
2021-04-28,1.1443448553741853,1.169232260749369
2021-04-29,1.1554189768828906,1.1814629721778094
2021-04-30,1.1483602019875874,1.1744116928830148
2021-05-06,1.1483608454453529,1.1775734344138282
2021-05-07,1.1461493895316863,1.175653080869802
2021-05-10,1.153992469911807,1.1842814808258948
2021-05-11,1.1413977176275176,1.1717820167807163
2021-05-12,1.1448587446502738,1.1755010929482446
2021-05-13,1.1343742948176785,1.1650666918166843
2021-05-14,1.140450049924804,1.169391009841306
2021-05-17,1.1579337413391253,1.188488724073082
2021-05-18,1.1676089228947748,1.1997497959536005
2021-05-19,1.1579425845628128,1.1900442268544509
2021-05-20,1.1585599997522813,1.190319469753364
2021-05-21,1.1603505146105728,1.1910534706231195
2021-05-24,1.1640284605881734,1.195603426777871
2021-05-25,1.1759058509160762,1.2063203809298266
2021-05-26,1.173201013702965,1.2028326285959465
2021-05-27,1.1730101383966767,1.2031395382061219
2021-05-28,1.1743131022426538,1.20521298455846
2021-05-31,1.1753887245045562,1.2064546168845947
2021-06-01,1.180467301890469,1.2120073565777345
2021-06-02,1.1806473675869251,1.2135369186327898
2021-06-03,1.1830187287131264,1.2167460785236572
2021-06-04,1.1806067536056712,1.2144237248825918
2021-06-07,1.1849062188395192,1.2182280404004113
2021-06-08,1.1875494202327423,1.2214073521647348
2021-06-09,1.1929265544830514,1.22753699032121
2021-06-10,1.1906899495743288,1.2248284670689056
2021-06-11,1.1907476554816092,1.2242815639403806
2021-06-15,1.1912050612861402,1.22467121881049
2021-06-16,1.189637832715145,1.22425913959149
2021-06-17,1.1810935069161383,1.214780015654376
2021-06-18,1.1757069284162893,1.206883317390639
2021-06-21,1.1708954780228593,1.202093800437002
2021-06-22,1.1872995646413014,1.2204076333172686
2021-06-23,1.19538536384417,1.228164115204208
2021-06-24,1.1952960831301866,1.2280337397829504
2021-06-25,1.202865569206469,1.23570683652812
2021-06-28,1.206457209392821,1.2395785120562495
2021-06-29,1.196293335975582,1.227709733018679
2021-06-30,1.1997063849263956,1.2309231798113336
2021-07-01,1.2040255573282093,1.235994433133227
2021-07-02,1.201717140750255,1.2343967028081564
2021-07-05,1.2028526939628559,1.2347247123466771
2021-07-06,1.208432252096772,1.2408536719284349
2021-07-07,1.204309896278198,1.2354608858299598
2021-07-08,1.1928161870252034,1.223321612593482
2021-07-09,1.1952871377026368,1.2263497732109139
2021-07-12,1.2021496382921928,1.2328771420567899
2021-07-13,1.204694324991204,1.2355601960615545
2021-07-14,1.1991644467951006,1.229937898087738
2021-07-15,1.1946848641692345,1.2244773706398202
2021-07-16,1.1870115166418098,1.21713995829688
2021-07-19,1.1781096203310706,1.2076119370648606
2021-07-20,1.1748433429572103,1.2044295148277684
2021-07-21,1.177479819420858,1.2065229206635406
2021-07-22,1.1866405922240297,1.2156714444219054
2021-07-23,1.182272391841304,1.2113029447857964
2021-07-26,1.1753193904301997,1.2032138778519217
2021-07-27,1.1694647054601348,1.198047605787552
2021-07-28,1.1663498625568978,1.1955163832931803
2021-07-29,1.1764236704619224,1.2057285641341404
2021-07-30,1.167678909847416,1.1978534957439708
2021-08-02,1.175503529951503,1.2046126133018615
2021-08-03,1.1709374821388105,1.199344593808355
2021-08-04,1.1778966009067824,1.206442785590248
2021-08-05,1.1699762481967908,1.1972717780269548
2021-08-06,1.1750860682918196,1.2028552776347141
2021-08-09,1.1681670272553857,1.1953035378550472
2021-08-10,1.173654158636006,1.2009327851901512
2021-08-11,1.172777570064172,1.20085171476285
2021-08-12,1.1719433109784374,1.2002700132877941
2021-08-13,1.1713208350325923,1.199199322047164
2021-08-16,1.1698035881287492,1.196827238438953
2021-08-17,1.1625702382759393,1.1884049764756426
2021-08-18,1.1654965476429948,1.1921906807505
2021-08-19,1.1504483167276174,1.1766029222873828
2021-08-20,1.1457918919984003,1.170546739619368
2021-08-23,1.1567435810542677,1.181042908205269
2021-08-24,1.1706446871547018,1.1953061754466767
2021-08-25,1.1717907051870753,1.1968508151111394
2021-08-26,1.1683465505613086,1.193859033563538
2021-08-27,1.1719733787138624,1.1977406627402711
2021-08-30,1.1799363582385678,1.2065220415309643
2021-08-31,1.1829338387041368,1.2083308026819597
2021-09-01,1.186925413368745,1.213239995239224
2021-09-02,1.183195549340569,1.2088739584805976
2021-09-03,1.1885379481980654,1.2161805714829934
2021-09-06,1.1906318460448875,1.217271527083301
2021-09-07,1.1950863876496807,1.222074602361927
2021-09-08,1.191503441489529,1.2184324741248365
2021-09-09,1.1859573322347272,1.2125142005851135
2021-09-10,1.192427726137788,1.220371738169769
2021-09-13,1.1883586918804412,1.2165638282494389
2021-09-14,1.1887481008128786,1.218701845525547
2021-09-15,1.1824069238507326,1.2116182027804887
2021-09-16,1.186380242038863,1.2167369560576355
2021-09-17,1.187634273843842,1.2172556082995192
2021-09-22,1.177315371410384,1.2082121565481532
2021-09-23,1.1841395608060166,1.2152543813783938
2021-09-24,1.1902634048330007,1.2226719345036758
2021-09-27,1.2007667873166818,1.2344247905691779
2021-09-28,1.2042433940856847,1.2419009155235587
2021-09-29,1.1926328173540262,1.2299699446186843
2021-09-30,1.197569155785223,1.2357723281064403
2021-10-08,1.2135590991968863,1.2530743745723
2021-10-11,1.2162394506282987,1.256725136595983
2021-10-12,1.2075597640557598,1.248291018793482
2021-10-13,1.2104139012666253,1.251015807745025
2021-10-14,1.2178277704623726,1.2582559969827605
2021-10-15,1.2262100746292852,1.2660161804110972
2021-10-18,1.2171617421741845,1.2561518212285487
2021-10-19,1.224272107742169,1.2628273390089073
2021-10-20,1.222161083563074,1.2603996964300843
2021-10-21,1.2269082180557696,1.2655845321187993
2021-10-22,1.2268210457497546,1.2651931649281387
2021-10-25,1.2309590948488194,1.2699317512250632
2021-10-26,1.2404034632507857,1.27917107934891
2021-10-27,1.232231269632765,1.2705378533791856
2021-10-28,1.225322191257977,1.2630726433722688
2021-10-29,1.229629185093197,1.267405922589441
2021-11-01,1.2329331414057385,1.2694811808342414
2021-11-02,1.2398263032346337,1.2766205369625807
2021-11-03,1.23501160858679,1.2710886011378741
2021-11-04,1.2379345090927845,1.2729828580752374
2021-11-05,1.244724407268181,1.2795342743543836
2021-11-08,1.2525398525698974,1.2881701113092776
2021-11-09,1.2552261627231067,1.290910293019179
2021-11-10,1.250949583696095,1.2872555397118566
2021-11-11,1.246430582052835,1.283766345361641
2021-11-12,1.2474938954042207,1.2848492717820412
2021-11-15,1.2496199977727167,1.2860858766825796
2021-11-16,1.2513919080786804,1.2885080253145618
2021-11-17,1.2503759485621355,1.2867583956460658
2021-11-18,1.242713600626114,1.2788633812293049
2021-11-19,1.2529469262060977,1.2883108786263278
2021-11-22,1.2414053850618174,1.2759703741699087
2021-11-23,1.2317777832589665,1.2667295207070468
2021-11-24,1.2401479084613145,1.2750511955337935
2021-11-25,1.24525573335213,1.2799063418094165
2021-11-26,1.2334766905313388,1.2687895046821933
2021-11-29,1.229948854755197,1.2652318099644875
2021-11-30,1.2237365019214863,1.2584340173318396
2021-12-01,1.2236886765830637,1.2581928600028724
2021-12-02,1.209398897624896,1.2448890371610648
2021-12-03,1.2134369339273892,1.2492223800044713
2021-12-06,1.2096792120122564,1.2467835906585978
2021-12-07,1.2170395493750679,1.2533606267441342
2021-12-08,1.236211212887968,1.2715637748176116
2021-12-09,1.2385969725176866,1.2743445303348553
2021-12-10,1.2309804493695724,1.2670043761840588
2021-12-13,1.2417241026643857,1.277487240235707
2021-12-14,1.2257623848253176,1.2618590350417416
2021-12-15,1.213827086709575,1.2496176607490739
2021-12-16,1.2288878237419936,1.2635345070892068
2021-12-17,1.2147745960307423,1.2516866338730743
2021-12-20,1.1991634424002504,1.2363240114804381
2021-12-21,1.2051830239590184,1.2413674578136533
2021-12-22,1.2104671880148876,1.2465919742988698
2021-12-23,1.2198018695886836,1.2554727638956884
2021-12-24,1.2199621757061916,1.2550901226403999
2021-12-27,1.2211615190304632,1.2559060286559525
2021-12-28,1.2365499086447354,1.271258424822209
2021-12-29,1.2316497927530543,1.2660266382896337
2021-12-30,1.2295085237293801,1.2641780162445015
2021-12-31,1.2290633093441792,1.2640214606059694
2022-01-04,1.2365910862936667,1.2715468232999507
2022-01-05,1.236968934806225,1.2746152550933059
2022-01-06,1.217548771240897,1.2562293377540126
2022-01-07,1.228353262917727,1.2674241097105443
2022-01-10,1.2243782231754334,1.2639617822628895
2022-01-11,1.2202616598467586,1.2605489725779169
2022-01-12,1.2372751261743566,1.2774557879846278
2022-01-13,1.2371664915380598,1.2777059330389493
2022-01-14,1.227693537371397,1.269835520296118
2022-01-17,1.2318332257712707,1.2743684454872812
2022-01-18,1.2358826020843796,1.279405115680784
2022-01-19,1.2221459457918338,1.266519534680387
2022-01-20,1.2254014249345595,1.2698073122773723
2022-01-21,1.206423262048698,1.2519012466456754
2022-01-24,1.2009897404577212,1.2468165908405315
2022-01-25,1.1863276923808441,1.2331757796205274
2022-01-26,1.193527479281916,1.2416352787026599
2022-01-27,1.174840354636967,1.2230390064802663
2022-01-28,1.1821568925609227,1.2300096994839733
2022-02-07,1.2096753067336898,1.2565507062947798
2022-02-08,1.2067742349434234,1.2540265081090964
2022-02-09,1.20797434120246,1.2549027395974763
2022-02-10,1.2147882945916495,1.261189974867242
2022-02-11,1.2017781180272773,1.2488508893338472
2022-02-14,1.2089914293860404,1.2571648578170715
2022-02-15,1.2069636031877127,1.255649876641662
2022-02-16,1.2072282085513386,1.2549150135459655
2022-02-17,1.2090555031775538,1.2573883812274929
2022-02-18,1.2064417797801583,1.2555353482833138
2022-02-21,1.2017251435754994,1.2506958697222446
2022-02-22,1.1950289274926502,1.245714485170387
2022-02-23,1.194232806875804,1.2442741443169605
2022-02-24,1.1849749254071682,1.2374938781576326
2022-02-25,1.195049223071829,1.2458026926971506
2022-02-28,1.1982475745299557,1.248779393315191
2022-03-01,1.2165168787678682,1.2661949898851375
2022-03-02,1.2260103515686447,1.2758837665255658
2022-03-03,1.232017756141573,1.2811313624296825
2022-03-04,1.214465987352033,1.2642366864237344
2022-03-07,1.225060023783584,1.2748016043804797
2022-03-08,1.2151052199885413,1.2660007403188684
2022-03-09,1.2233320530771261,1.273807985152873
2022-03-10,1.2133376085195813,1.262966440489001
2022-03-11,1.2216862671587407,1.2714844852578597
2022-03-14,1.2039660706123592,1.253562316121122
2022-03-15,1.160203728749233,1.2092801207828265
2022-03-16,1.1905008529788614,1.238818367465257
2022-03-17,1.2059530542389758,1.2542129727336877
2022-03-18,1.2220623992326114,1.2701407147892938
2022-03-21,1.2301754239098324,1.2774573849637425
2022-03-22,1.2381459425211747,1.2852860526211465
2022-03-23,1.24131868856034,1.2878006599701086
2022-03-24,1.2444140989969907,1.291230121896832
2022-03-25,1.2519902927427564,1.297989854221235
2022-03-28,1.2573315938112917,1.3028276864052184
2022-03-29,1.2626080609713213,1.3072018812814659
2022-03-30,1.2698299041540249,1.3146640002873267
2022-03-31,1.2592946343071318,1.3042985695083045
2022-04-01,1.2597033492326435,1.3060712383134834
2022-04-06,1.2661496041530644,1.311086369892478
2022-04-07,1.2556257033861389,1.301270288253611
2022-04-08,1.2601734495056849,1.305971373846533
2022-04-11,1.2536285964259508,1.2981878761019454
2022-04-12,1.2534133973044819,1.299747508130842
2022-04-13,1.2557795532514755,1.301488552737878
2022-04-14,1.2653458167048346,1.310745151318501
2022-04-15,1.2616860613724008,1.3076837092635933
2022-04-18,1.2641505429470044,1.3096884636257466
2022-04-19,1.2713780096528997,1.3148336978200388
2022-04-20,1.2625693791180868,1.3051339329966645
2022-04-21,1.2720111811660952,1.3126762063734836
2022-04-22,1.2510452352315447,1.2952011508507681
2022-04-25,1.2127876548928882,1.2583021929801488
2022-04-26,1.221226030470054,1.2644011308521454
2022-04-27,1.218947746399562,1.2644915798838434
2022-04-28,1.2266228166856543,1.2714886158988497
2022-04-29,1.2497596646535403,1.294173919305672
2022-05-05,1.2662497674947717,1.3070612600161982
2022-05-06,1.2485998213656502,1.2889809409776303
2022-05-09,1.2473659913337276,1.2870971418232369
2022-05-10,1.2177354724661904,1.2637490627913035
2022-05-11,1.2252040475752113,1.2708090273291783
