,start,end,n_obs,total_return,annual_return,annual_vol,sharpe,sortino,calmar,max_drawdown,win_rate,avg_period_return
buy_and_hold,2020-01-02 00:00:00,2026-03-30 00:00:00,1510,1.1300605175455338,0.13459483322206323,0.13415917696963703,1.0088182615275623,1.2506253977565733,0.8484032737714625,-0.158644877245393,0.5579854208084825,0.0005370723320574515
periodic_rebalance,2020-01-02 00:00:00,2026-03-30 00:00:00,1510,1.2167406815342434,0.1421777601633223,0.12439332333351595,1.1313483752344113,1.4215774140719646,0.8546498653096477,-0.16635790390233074,0.5559973492379059,0.0005584610485848494
