,trade_cost
2020-05-11,1.741133911333386e-06
2020-05-12,0.00014045954061882044
2020-05-13,2.3802952621259088e-06
2020-05-14,6.585450377965193e-07
2020-05-15,3.919534456439059e-06
2020-05-18,0.00014033047256166995
2020-05-19,1.548449336623244e-05
2020-05-20,8.576060558273195e-06
2020-05-21,1.0576949314709517e-05
2020-05-22,4.480063945853128e-06
2020-05-25,1.3539458819244112e-05
2020-05-26,7.419210249818669e-06
2020-05-27,2.3841038657124523e-05
2020-05-28,3.0089108484577867e-06
2020-05-29,4.548974255516137e-06
2020-06-01,2.5622468920624213e-06
2020-06-02,2.207193923584195e-05
2020-06-03,1.852219371433533e-05
2020-06-04,4.712984704017688e-06
2020-06-05,3.2463291967915893e-06
2020-06-08,2.2177896914152077e-06
2020-06-09,1.3516047262598107e-05
2020-06-10,9.019795036342065e-06
2020-06-11,4.751232450073754e-06
2020-06-12,0.00015601205072644138
2020-06-15,4.985798743265709e-06
2020-06-16,0.00015297231981140278
2020-06-17,0.0001640977932352929
2020-06-18,1.0355960450159691e-05
2020-06-19,2.1167769231097594e-06
2020-06-22,4.777495072479508e-06
2020-06-23,4.99632679571451e-06
2020-06-24,1.540772537778923e-05
2020-06-29,2.3332420589513347e-05
2020-06-30,6.55389165338852e-06
2020-07-01,4.4604902566807995e-06
2020-07-02,1.4161778471478925e-05
2020-07-03,1.5363811449977133e-05
2020-07-06,5.785284598746193e-06
2020-07-07,4.573630913602417e-05
2020-07-08,3.552095278853737e-06
2020-07-09,8.270960983995414e-07
2020-07-10,2.7295986984126954e-06
2020-07-13,8.005135589482412e-06
2020-07-14,6.619501319990454e-06
2020-07-15,1.5506205092384357e-05
2020-07-16,4.900417463215245e-06
2020-07-17,1.2502617290726503e-05
2020-07-20,5.093612841677981e-06
2020-07-21,2.1574703532249093e-06
2020-07-22,1.7332545926352846e-05
2020-07-23,4.296850860397658e-05
2020-07-24,4.377202051801921e-06
2020-07-27,1.9995623851892143e-05
2020-07-28,2.4807774636910306e-05
2020-07-29,3.232059904731948e-06
2020-07-30,2.582794565915335e-06
2020-07-31,6.7301851245755125e-06
2020-08-03,2.356278953613608e-06
2020-08-04,3.024766473557303e-06
2020-08-05,2.395057877018672e-06
2020-08-06,2.65134242852419e-05
2020-08-07,1.1463644569514668e-06
2020-08-10,3.4792784520848478e-06
2020-08-11,5.33184050673946e-06
2020-08-12,2.1771579624318125e-05
2020-08-13,4.160209995777668e-05
2020-08-14,7.563852761219375e-06
2020-08-17,2.9705311897890304e-06
2020-08-18,2.0116442039500168e-06
2020-08-19,2.6927989265577157e-06
2020-08-20,5.0692894217697145e-06
2020-08-21,4.724346544566327e-06
2020-08-24,1.1502453189804446e-05
2020-08-25,2.1431547007913576e-05
2020-08-26,1.0824639349961994e-05
2020-08-27,5.750754498467944e-06
2020-08-28,5.211018872501323e-06
2020-08-31,5.661636049331314e-06
2020-09-01,7.225015316471257e-06
2020-09-02,2.2254294063377483e-05
2020-09-03,3.204645574688681e-06
2020-09-04,3.7602465850292666e-06
2020-09-07,1.739876867688755e-05
2020-09-08,6.704256947237176e-06
2020-09-09,9.831442876209341e-06
2020-09-10,1.39947512927445e-05
2020-09-11,9.119201065348902e-06
2020-09-14,1.3485571627726358e-06
2020-09-15,4.629498620982699e-06
2020-09-16,3.081994249989652e-06
2020-09-17,2.6908096974650673e-06
2020-09-18,2.1385043052307256e-06
2020-09-21,9.242471841857533e-06
2020-09-22,1.9591251430309508e-05
2020-09-23,1.0780080452921282e-05
2020-09-24,0.0007057230428192332
2020-09-25,6.345290731603181e-06
2020-09-28,3.0677688687862323e-06
2020-09-29,2.2233271460467e-06
2020-09-30,7.029884035081379e-06
2020-10-09,0.0007185691218689965
2020-10-12,1.5985127237405596e-05
2020-10-13,1.1142992432943116e-05
2020-10-14,0.0007386354267167318
2020-10-15,2.7791818920484096e-06
2020-10-16,2.4498381493413996e-06
2020-10-19,1.059418096217079e-05
2020-10-20,0.0007246869178822787
2020-10-21,7.937097736222149e-07
2020-10-22,0.0007106864054955447
2020-10-23,0.0007089896319445488
2020-10-26,4.859475043619929e-06
2020-10-27,9.37391185870419e-07
2020-10-28,1.053878474162901e-05
2020-10-29,1.0138633302168958e-06
2020-10-30,6.766602408614285e-06
2020-11-02,5.540209236429766e-06
2020-11-03,7.462565860085358e-06
2020-11-04,1.6086496847636006e-05
2020-11-05,5.6586022507401635e-06
2020-11-06,4.030437166953158e-06
2020-11-09,5.2394167012705005e-06
2020-11-10,0.0007112025059978892
2020-11-11,3.868139132557834e-05
2020-11-12,6.814948944651924e-06
2020-11-13,1.678625099023251e-06
2020-11-16,1.2107240057715528e-05
2020-11-17,1.118684432248199e-05
2020-11-18,0.0007323184149047731
2020-11-19,4.885276640721064e-06
2020-11-20,1.3031819058620803e-06
2020-11-23,6.443648274708259e-07
2020-11-24,2.758950390711335e-05
2020-11-25,2.4998003192438284e-05
2020-11-26,5.70399837325259e-06
2020-11-27,1.2782580222665575e-06
2020-11-30,4.324887924230758e-06
2020-12-01,1.526984734867025e-05
2020-12-02,7.731360114147972e-06
2020-12-03,7.258583317805659e-06
2020-12-04,4.310106319499002e-06
2020-12-07,9.845524801345974e-06
2020-12-08,4.282268852154714e-06
2020-12-09,6.3138456151844e-06
2020-12-10,4.147095431003163e-06
2020-12-11,3.3814403555960866e-06
2020-12-14,4.136317545450551e-06
2020-12-15,2.5491117432498296e-06
2020-12-16,1.123735981143374e-05
2020-12-17,3.464951942948831e-06
2020-12-18,0.0007352294665154731
2020-12-21,1.3584222099550461e-06
2020-12-22,2.2582615455940346e-06
2020-12-23,0.0007355814016538609
2020-12-24,0.0007321195492760982
2020-12-25,1.8402245415336805e-06
2020-12-28,1.5175103455365471e-06
2020-12-29,7.310997970592638e-06
2020-12-30,0.000726127510445316
2020-12-31,0.0007300317495394022
2021-01-04,9.508071080889802e-06
2021-01-05,1.0564565991372225e-05
2021-01-06,5.450715644945999e-06
2021-01-07,1.6723064047171306e-05
2021-01-08,8.658089424166378e-06
2021-01-11,6.529898459663674e-06
2021-01-12,1.849146966959237e-05
2021-01-13,8.799100826478405e-06
2021-01-14,1.2253496827818884e-05
2021-01-15,1.0099229420157725e-05
2021-01-18,1.0262910663257139e-05
2021-01-19,1.0372750846363791e-05
2021-01-20,1.1012897970196948e-05
2021-01-21,6.069518135679113e-06
2021-01-22,1.3961595602305293e-05
2021-01-25,0.0007093903316078697
2021-01-26,0.0007112181035448484
2021-01-27,0.0007112181035448484
2021-01-28,0.000676776266479699
2021-01-29,0.0007053001617001389
2021-02-01,1.9060786244476277e-06
2021-02-02,5.747282882792436e-06
2021-02-03,0.0007156982037738731
2021-02-04,4.55048844853968e-06
2021-02-05,0.0007238079593957596
2021-02-08,0.0007234954410156163
2021-02-09,2.572111319444421e-06
2021-02-10,1.3320635416579147e-05
2021-02-18,6.318706546028202e-06
2021-02-19,2.5506041950636486e-05
2021-02-22,2.3487799734838565e-06
2021-02-23,0.0007625053868900568
2021-02-24,2.7351278774967544e-06
2021-02-25,0.0007649050672051414
2021-02-26,6.629662038390752e-06
2021-03-01,6.824681097280186e-06
2021-03-02,5.02619155918323e-06
2021-03-03,4.179274950957328e-05
2021-03-04,2.261837701986482e-06
2021-03-05,1.0328305822066147e-05
2021-03-08,1.1430801697285276e-06
2021-03-09,1.1209222456883359e-05
2021-03-10,3.621630461423331e-06
2021-03-11,1.0176450283999393e-05
2021-03-12,5.4485300112248925e-06
2021-03-15,3.947910084820442e-06
2021-03-16,3.279783529254836e-06
2021-03-17,4.565523469931096e-06
2021-03-18,1.0495977569543423e-06
2021-03-19,1.7317255814051878e-06
2021-03-22,1.2770728696380355e-05
2021-03-23,1.944163841771469e-06
2021-03-24,2.8733965782086764e-05
2021-03-25,5.658314875446463e-06
2021-03-26,1.4535411016542727e-06
2021-03-29,6.987027227096073e-06
2021-03-30,6.09495121260701e-08
2021-03-31,6.717031456666503e-06
2021-04-01,0.00010130773242459264
2021-04-02,1.6720626606034172e-05
2021-04-06,3.975941388294865e-06
2021-04-07,1.7855335152128713e-06
2021-04-08,5.263849784007523e-07
2021-04-09,9.339552834490466e-06
2021-04-12,2.158632302724952e-06
2021-04-13,1.3339035792662757e-05
2021-04-14,1.5615795504119648e-05
2021-04-15,3.921758347094871e-06
2021-04-16,3.500820963351168e-06
2021-04-19,2.4469474688406934e-06
2021-04-20,5.883407623129878e-06
2021-04-21,6.584975314753858e-06
2021-04-22,9.75392110350417e-06
2021-04-23,5.323437563165241e-06
2021-04-26,1.8087350657734093e-05
2021-04-27,8.903243614369408e-06
2021-04-28,0.00010808943538249107
2021-04-29,1.152979257226884e-06
2021-04-30,3.4273356218019193e-06
2021-05-06,1.8470248377435612e-06
2021-05-07,1.7524963525057114e-05
2021-05-10,4.41629318946005e-06
2021-05-11,1.422404784760207e-06
2021-05-12,1.1858058415007041e-05
2021-05-13,0.00010383538314503233
2021-05-14,1.0454344657398557e-05
2021-05-17,1.1117714785866825e-05
2021-05-18,4.1377636648059314e-06
2021-05-19,1.789466113785408e-06
2021-05-20,0.00011447455651970472
2021-05-21,5.403662379727441e-06
2021-05-24,5.4698311253408645e-06
2021-05-25,0.00011585597474234385
2021-05-26,1.5826380788104076e-05
2021-05-27,6.620839464301535e-06
2021-05-28,3.488268499538587e-06
2021-05-31,5.822151353021831e-06
2021-06-01,2.0139349087386505e-05
2021-06-02,6.604332265894647e-06
2021-06-03,1.6429542958054e-05
2021-06-04,2.824295976237866e-06
2021-06-07,6.031314657263375e-06
2021-06-08,4.91293137327923e-06
2021-06-09,2.4325435832930067e-06
2021-06-10,6.532429345935364e-07
2021-06-11,1.5699410203417822e-06
2021-06-15,6.167125411794001e-06
2021-06-16,1.6444009503380227e-05
2021-06-17,2.0211110651409463e-05
2021-06-18,9.801354950765767e-06
2021-06-21,1.1804791552838562e-05
2021-06-22,0.00010480651661738566
2021-06-23,9.865994173780297e-05
2021-06-24,3.6214655114387985e-06
2021-06-25,2.8414614825534103e-06
2021-06-28,0.00010098751133721775
2021-06-29,0.00010117868166210278
2021-06-30,4.3469996803558315e-06
2021-07-01,2.9429054342417007e-06
2021-07-02,8.453527014735944e-06
2021-07-05,1.6133147100471174e-05
2021-07-06,3.113141101256267e-06
2021-07-07,4.169832325525459e-06
2021-07-08,4.087124157928111e-06
2021-07-09,7.671159266537577e-06
2021-07-12,1.3910675685330533e-06
2021-07-13,3.694413092538712e-06
2021-07-14,2.9287018886351683e-05
2021-07-15,2.8127283486831525e-06
2021-07-16,3.031930995009663e-05
2021-07-19,7.71663218099674e-06
2021-07-20,7.96823706938295e-06
2021-07-21,4.017637733216335e-06
2021-07-22,9.26115256655119e-07
2021-07-23,8.163157249528936e-06
2021-07-26,3.6612049659442998e-06
2021-07-27,1.7530443004283044e-05
2021-07-28,1.1847601391843116e-05
2021-07-29,5.093770263830318e-06
2021-07-30,4.766767826024792e-06
2021-08-02,9.57323736197643e-06
2021-08-03,1.106190342446459e-05
2021-08-04,4.304462436380809e-06
2021-08-05,4.096536104125151e-06
2021-08-06,3.041208216082652e-06
2021-08-09,4.8659509972165496e-06
2021-08-10,2.5820328289001398e-05
2021-08-11,3.6699961454561246e-06
2021-08-12,3.272943864572334e-06
2021-08-13,4.055842976183135e-06
2021-08-16,1.1381275557822784e-05
2021-08-17,0.0006793834848194423
2021-08-18,5.1051367361203175e-06
2021-08-19,4.409482795852262e-06
2021-08-20,1.7140280430009945e-05
2021-08-23,5.8019063044261434e-06
2021-08-24,8.680813025692402e-06
2021-08-25,6.7589188441998e-06
2021-08-26,6.247763307319676e-05
2021-08-27,9.202449465370847e-05
2021-08-30,5.791741569044089e-06
2021-08-31,3.2703907953080327e-06
2021-09-01,6.484931417157447e-06
2021-09-02,4.236022170384445e-06
2021-09-03,8.801523328138758e-07
2021-09-06,3.6908346006492254e-06
2021-09-07,3.260542058825436e-06
2021-09-08,2.9703187063312674e-06
2021-09-09,1.0114394769461788e-05
2021-09-10,3.140385418637499e-06
2021-09-13,4.248722649807153e-06
2021-09-14,2.0975552909515626e-06
2021-09-15,3.999005775193115e-06
2021-09-16,2.9934881987672932e-06
2021-09-17,5.932565033930316e-06
2021-09-22,3.3204129691335893e-06
2021-09-23,3.0572876094381786e-05
2021-09-24,5.228669137355525e-06
2021-09-27,2.233297437095848e-06
2021-09-28,2.8833052955341206e-06
2021-09-29,1.1791809815555579e-05
2021-09-30,9.818930059134457e-05
2021-10-08,5.742303941729306e-07
2021-10-11,8.38319330297872e-05
2021-10-12,7.936980436014152e-06
2021-10-13,6.8792182238492995e-06
2021-10-14,3.194424318514048e-06
2021-10-15,1.4429742999211481e-05
2021-10-18,5.271757645727338e-06
2021-10-19,3.496115570698306e-05
2021-10-20,5.565960183432469e-06
2021-10-21,8.437232027201605e-05
2021-10-22,9.512567254443088e-05
2021-10-25,9.072844023535054e-05
2021-10-26,1.1924411415277607e-06
2021-10-27,8.835120500674619e-05
2021-10-28,8.645698480047495e-06
2021-10-29,9.551537766570116e-06
2021-11-01,1.9038864409077345e-06
2021-11-02,6.9793484970106755e-06
2021-11-03,3.895502621106186e-06
2021-11-04,2.8938930847041896e-06
2021-11-05,6.511970879461877e-06
2021-11-08,8.922901347494996e-06
2021-11-09,3.5270119754175595e-06
2021-11-10,7.195007164107106e-06
2021-11-11,7.063187227094949e-06
2021-11-12,1.9021082592270635e-05
2021-11-15,1.0519378287756218e-05
2021-11-16,2.979997577945398e-06
2021-11-17,1.940103951031308e-06
2021-11-18,2.5270305217507187e-06
2021-11-19,4.606653748883908e-06
2021-11-22,6.238805165055383e-06
2021-11-23,9.690116442869267e-06
2021-11-24,2.1546632696691486e-05
2021-11-25,2.4194122194170604e-06
2021-11-26,7.348894223440685e-07
2021-11-29,1.9794855680807217e-05
2021-11-30,1.7761433478179775e-05
2021-12-01,1.744140535139176e-06
2021-12-02,2.5056992519959104e-06
2021-12-03,1.284570155831694e-05
2021-12-06,1.207217328791419e-05
2021-12-07,1.934130216463976e-05
2021-12-08,4.129698440831546e-06
2021-12-09,2.108033757781825e-05
2021-12-10,1.021152213132641e-05
2021-12-13,1.2731150180495982e-06
2021-12-14,5.5979488181178605e-06
2021-12-15,9.330708944118971e-06
2021-12-16,1.0959656908459167e-05
2021-12-17,1.179639896639681e-05
2021-12-20,9.643797820706098e-05
2021-12-21,8.221742038105767e-06
2021-12-22,2.3648530827612788e-06
2021-12-23,8.838879436922562e-07
2021-12-24,8.062819764668104e-06
2021-12-27,5.582781813395412e-07
2021-12-28,3.931670143627265e-06
2021-12-29,4.503188141806561e-06
2021-12-30,7.067670072013905e-06
2021-12-31,3.8975374708399846e-05
2022-01-04,6.921564355677909e-06
2022-01-05,2.8462741839116944e-06
2022-01-06,7.368347672975043e-06
2022-01-07,7.4726523179860905e-06
2022-01-10,8.961147336972758e-05
2022-01-11,4.8792581789186036e-06
2022-01-12,3.2646982249449827e-06
2022-01-13,9.062440844983169e-06
2022-01-14,8.212115622863869e-05
2022-01-17,2.4494502846457276e-05
2022-01-18,2.2980387254710465e-06
2022-01-19,3.347972493025016e-05
2022-01-20,4.337738002998922e-06
2022-01-21,1.646902958198871e-05
2022-01-24,1.5097373360625926e-05
2022-01-25,3.675593590113134e-05
2022-01-26,0.00010519704348629508
2022-01-27,0.0001681771762543254
2022-01-28,3.725921341436626e-05
2022-02-07,5.944029364078965e-06
2022-02-08,2.1335750803686432e-05
2022-02-09,2.074473781831263e-06
2022-02-10,6.181250777474577e-06
2022-02-11,1.3303354896140318e-06
2022-02-14,4.456258769804715e-05
2022-02-15,2.297502585197276e-05
2022-02-16,8.939429345459178e-06
2022-02-17,1.3544626165086119e-05
2022-02-18,3.6201386089050015e-06
2022-02-21,2.8796542157766595e-06
2022-02-22,1.2051625207051005e-05
2022-02-23,1.4543271077765659e-05
2022-02-24,7.103555053089704e-06
2022-02-25,2.7783241261478245e-05
2022-02-28,1.2119893298296676e-05
2022-03-01,1.6910990470050367e-06
2022-03-02,5.001979986789425e-06
2022-03-03,7.968258257839031e-06
2022-03-04,1.9042657432296432e-06
2022-03-07,6.1740613710396696e-06
2022-03-08,2.187834504641253e-05
2022-03-09,1.0651083244887175e-05
2022-03-10,1.2570700259331386e-05
2022-03-11,2.7334606296452706e-05
2022-03-14,6.805455413918773e-06
2022-03-15,1.3068433463792377e-05
2022-03-16,1.3581814453715161e-05
2022-03-17,1.987646745279842e-05
2022-03-18,6.535001455839737e-06
2022-03-21,3.138429304560552e-06
2022-03-22,1.2288430916645095e-06
2022-03-23,2.4578346310217615e-06
2022-03-24,5.456888675910172e-05
2022-03-25,1.5456950591278343e-06
2022-03-28,9.53752873434086e-05
2022-03-29,2.5931808352129513e-06
2022-03-30,1.2971079338067355e-06
2022-03-31,9.794746873780924e-05
2022-04-01,9.394565109460321e-05
2022-04-06,2.913084125126142e-06
2022-04-07,1.3464494184955018e-06
2022-04-08,2.158563200546006e-06
2022-04-11,3.971851900212347e-06
2022-04-12,9.277231813187802e-06
2022-04-13,3.385477471942417e-06
2022-04-14,5.142724627494085e-05
2022-04-15,5.634770361415852e-05
2022-04-18,3.916780923161997e-06
2022-04-19,5.438850316487866e-06
2022-04-20,5.360409045600875e-05
2022-04-21,8.773043433088403e-06
2022-04-22,3.7619871518598246e-06
2022-04-25,7.133963189913602e-06
2022-04-26,1.774032367418267e-05
2022-04-27,4.311991731968054e-06
2022-04-28,6.024571499309467e-06
2022-04-29,9.859905168994754e-07
2022-05-05,5.4669580373377625e-06
2022-05-06,2.7123253124015e-06
2022-05-09,4.641911860358311e-06
2022-05-10,1.1241570279064972e-06
2022-05-11,1.4600546083005752e-05
2022-05-12,1.8347815345041846e-06
2022-05-13,6.0751768284951095e-06
2022-05-16,4.10273704172052e-06
2022-05-17,3.680334393681482e-06
2022-05-18,1.8007725157647737e-06
2022-05-19,4.930763756085817e-06
2022-05-20,4.501415526120215e-06
2022-05-23,4.0611994693097354e-05
2022-05-24,4.554374790778689e-07
2022-05-25,3.7643549640481687e-06
2022-05-26,3.848589733543223e-05
2022-05-27,4.962806172913809e-05
2022-05-30,1.7008577948274884e-05
2022-05-31,2.9066321769524607e-06
2022-06-01,4.072056873371052e-06
2022-06-02,4.1385179780015976e-06
2022-06-06,3.025063097985203e-06
2022-06-07,3.545868868992309e-06
2022-06-08,1.000755245493772e-06
2022-06-09,2.853511139703984e-06
2022-06-10,1.4617417538500544e-06
2022-06-13,2.0020647241464836e-06
2022-06-14,2.2473985420762442e-05
2022-06-15,1.3675046509239731e-05
2022-06-16,1.3408602196051285e-06
2022-06-17,1.4595708029051438e-06
2022-06-20,2.321593495956318e-06
2022-06-21,3.2551929260731647e-06
2022-06-22,1.6150390691269494e-06
2022-06-23,3.256946934296937e-06
2022-06-24,3.3890260648458282e-06
2022-06-27,3.800531944243211e-06
2022-06-28,1.607830966478832e-05
2022-06-29,2.9059288602725533e-06
2022-06-30,3.3326826309398264e-06
2022-07-01,1.3686145665449783e-06
2022-07-04,0.00010257002592793839
2022-07-05,2.1855310130188603e-05
2022-07-06,4.3091112857973715e-06
2022-07-07,2.0112888291864903e-05
2022-07-08,5.465553158442246e-06
2022-07-11,1.4064965203613964e-06
2022-07-12,4.705487145679073e-06
2022-07-13,8.752281354038081e-05
2022-07-14,8.922237010359096e-05
2022-07-15,3.6175054838114857e-06
2022-07-18,8.931600021196514e-06
2022-07-19,9.785812940109953e-05
2022-07-20,1.2813695239718687e-06
2022-07-21,5.003416943898699e-06
2022-07-22,2.325286226604736e-06
2022-07-25,1.3168210412762096e-05
2022-07-26,8.505079069640061e-05
2022-07-27,8.647809278862719e-05
2022-07-28,8.483478816281631e-05
2022-07-29,8.536577018066967e-05
2022-08-01,1.5720887158995418e-05
2022-08-02,1.0205262301584697e-05
2022-08-03,4.0220113696881955e-06
2022-08-04,2.333181620253812e-06
2022-08-05,2.9885731935193825e-06
2022-08-08,0.00010772770600852635
2022-08-09,3.002525096284967e-06
2022-08-10,4.590887123416987e-06
2022-08-11,3.720991607767241e-06
2022-08-12,1.2571450533498679e-05
2022-08-15,2.378342212372174e-06
2022-08-16,6.164443168504088e-05
2022-08-17,3.7889565647558406e-06
2022-08-18,3.919389682499616e-06
2022-08-19,4.844371254660385e-06
2022-08-22,1.5147205390986708e-06
2022-08-23,2.831986959359014e-06
2022-08-24,5.703464172848165e-06
2022-08-25,8.245347388227081e-06
2022-08-26,3.5612316376521724e-06
2022-08-29,3.0891570717840982e-06
2022-08-30,1.538060811716883e-05
2022-08-31,1.6667236933692216e-06
2022-09-01,0.0001296267320396694
2022-09-02,0.00012257089714248342
2022-09-05,5.231303018034062e-06
2022-09-06,0.00011943293163303113
2022-09-07,1.297161782476552e-06
2022-09-08,5.501098403858153e-06
2022-09-09,4.7081512283138255e-06
2022-09-13,7.645263521980579e-06
2022-09-14,6.310202617601143e-06
2022-09-15,6.002525929613138e-06
2022-09-16,3.6207144428912815e-06
2022-09-19,8.01192633680697e-06
2022-09-20,0.00011301296752584687
2022-09-21,0.00011764622092779767
2022-09-22,6.416760994924498e-07
2022-09-23,1.8564544299492572e-06
2022-09-26,7.293349802520409e-06
2022-09-27,2.9775794312654827e-05
2022-09-28,8.822782869237237e-06
2022-09-29,3.8906343513434205e-06
2022-09-30,8.630691979038294e-06
2022-10-10,5.3812943234678064e-06
2022-10-11,0.00014040337611375976
2022-10-12,0.00014794940237741996
2022-10-13,8.651082847366897e-06
2022-10-14,2.1658179598842542e-06
2022-10-17,1.9344713381778095e-05
2022-10-18,4.78712639082873e-06
2022-10-19,5.891109901162659e-06
2022-10-20,2.5408171059454755e-06
2022-10-21,0.00016459600001407658
2022-10-24,6.092586182493993e-07
2022-10-25,2.8712128776495305e-05
2022-10-26,2.247080904404947e-06
2022-10-27,2.037796324738387e-06
2022-10-28,1.4628540838826538e-06
2022-10-31,7.984540217160373e-06
2022-11-01,0.0001534163592066074
2022-11-02,1.502174415318162e-05
2022-11-03,4.946751942215914e-06
2022-11-04,1.6211283796244009e-06
2022-11-07,6.8176811376129686e-06
2022-11-08,1.0515023288620217e-05
2022-11-09,8.10642495933588e-07
2022-11-10,6.258714172432224e-05
2022-11-11,3.71313185391587e-06
2022-11-14,1.4017401734250892e-05
2022-11-15,2.4624802852305603e-05
2022-11-16,1.9600768033521505e-06
2022-11-17,5.599174146194472e-06
2022-11-18,9.788431514809369e-06
2022-11-21,4.920036355301975e-07
2022-11-22,1.6525365033813915e-05
2022-11-23,8.52802877047875e-07
2022-11-24,1.225544996500174e-05
2022-11-25,4.994154428432589e-06
2022-11-28,1.4291539033496525e-05
2022-11-29,9.116693861050007e-06
2022-11-30,1.8696684691573887e-05
2022-12-01,2.375116118503669e-06
2022-12-02,4.521955516322382e-06
2022-12-05,2.7667677724790944e-06
2022-12-06,1.4651609564122162e-05
2022-12-07,1.0598137288849925e-05
2022-12-08,2.3227835657318488e-06
2022-12-09,1.0615752837303555e-05
2022-12-12,5.872208863983118e-07
2022-12-13,2.2353969526674422e-06
2022-12-14,1.5694047651866373e-05
2022-12-15,1.1686981812150092e-05
2022-12-16,6.825336842275088e-06
2022-12-19,5.400383462504589e-06
2022-12-20,4.396096082265592e-06
2022-12-21,5.465688567740643e-06
2022-12-22,8.70650825446747e-06
2022-12-23,2.060650790723151e-06
2022-12-26,8.967248290988685e-06
2022-12-27,2.2474342290550557e-06
2022-12-28,3.423151177894889e-06
2022-12-29,1.0028765101571552e-05
2022-12-30,2.590451028248279e-06
2023-01-03,7.216033723806362e-06
2023-01-04,1.0630860393162216e-06
2023-01-05,1.1129644226668446e-05
2023-01-06,7.654811604048836e-06
2023-01-09,1.6885550889673443e-05
2023-01-10,1.4065758283461873e-05
2023-01-11,1.4991772101004483e-06
2023-01-12,4.779933181836199e-06
2023-01-13,1.8301152203133338e-06
2023-01-16,5.95444666781713e-06
2023-01-17,3.954667537376902e-06
2023-01-18,1.6495793589123738e-06
2023-01-19,3.4295323717898965e-06
2023-01-20,4.387656543773894e-06
2023-01-30,4.570527567823439e-06
2023-01-31,1.56053717366439e-05
2023-02-01,1.4596183783225445e-05
2023-02-02,3.4765336316540422e-06
2023-02-03,5.278853466127005e-06
2023-02-06,2.2236923166747455e-05
2023-02-07,1.4632257977791317e-05
2023-02-08,2.145573743671282e-07
2023-02-09,2.978096831949082e-06
2023-02-10,5.1301953019415595e-06
2023-02-13,4.723937330075291e-06
2023-02-14,5.828094405833022e-06
2023-02-15,1.1362343436271578e-06
2023-02-16,2.1268857341428145e-06
2023-02-17,3.378931613349477e-06
2023-02-20,1.0860746298603403e-05
2023-02-21,0.000795635694437928
2023-02-22,1.2699548226343497e-06
2023-02-23,3.494727994377847e-06
2023-02-24,9.55632227521472e-07
2023-02-27,2.2716924903002887e-06
