,value
strategy_total_return,0.2653427191821389
benchmark_total_return,1.1300605175455338
excess_total_return,-0.8647177983633949
tracking_error,0.1270792598711118
information_ratio,-0.751607941835878
beta,0.08047996438406183
alpha_annual,0.01078398523318791
excess_max_drawdown,-0.5236306982910593
correlation,0.3336006488866213
