ts_code,raw_signal,signal,volatility,weight
510300.SH,0.21345444733486688,1.0,0.17203004650754986,0.4216993438272719
513100.SH,0.10218969832213057,1.0,0.22181716923688288,0.32704843353823826
518880.SH,0.6315086196394233,1.0,0.5064652634325431,0.14323777555668676
162411.SZ,0.038959529005748374,1.0,0.6716227291202499,0.10801444707780297
511010.SH,-0.008803762186358954,-1.0,0.008793530664078803,0.0
