,value
strategy_total_return,0.39651769600281983
benchmark_total_return,1.8487719577200306
excess_total_return,-1.4522542617172107
tracking_error,0.11384700951682566
information_ratio,-0.6121089107784334
beta,0.061412640082429304
alpha_annual,0.005577056302901839
excess_max_drawdown,-0.5943372308993659
correlation,0.2136982730716754
