,buy_and_hold,periodic_rebalance
2016-05-31,1.0272484944047795,1.009245590623164
2016-06-01,1.0265668134719907,1.0088043698111115
2016-06-02,1.0267833739847934,1.0102897223123877
2016-06-03,1.0302178622823772,1.0141113387472425
2016-06-06,1.029660481666393,1.0131089009165188
2016-06-07,1.033005189572759,1.018772517095354
2016-06-08,1.0357938319411455,1.0244713500531792
2016-06-13,1.0241803745866396,1.008499960980076
2016-06-14,1.0250702770269546,1.0093064362953919
2016-06-15,1.031442715245427,1.01472012420362
2016-06-16,1.0325801973922768,1.0153451950750958
2016-06-17,1.0282890788896015,1.009559624469341
2016-06-20,1.0311626328398384,1.0149993961115507
2016-06-21,1.0292818532281456,1.0138610524850438
2016-06-22,1.0294022593216055,1.0161898160380358
2016-06-23,1.028653326268893,1.0144102169426534
2016-06-24,1.0315022341885072,1.015646451491293
2016-06-27,1.0369094974824702,1.0211097493487038
2016-06-28,1.0346749139710059,1.015949938809913
2016-06-29,1.038442167133388,1.0208926859587855
2016-06-30,1.0412314259594262,1.0249671533032814
2016-07-01,1.0456007069262918,1.0274811363568257
2016-07-04,1.05610385152638,1.0387154677307116
2016-07-05,1.0549894560191635,1.0365615503314407
2016-07-06,1.058546581357632,1.0372262221921846
2016-07-07,1.0612011078137091,1.0398587179878485
2016-07-08,1.0573158315020728,1.0351860120807952
2016-07-11,1.065244240253371,1.0429425066429316
2016-07-12,1.0723181787045695,1.049774500695139
2016-07-13,1.0741450096197651,1.0543874948822292
2016-07-14,1.0714357798747751,1.0513382501212611
2016-07-15,1.0736666952296525,1.0523864804814824
2016-07-18,1.0719316259222815,1.0513693535014264
2016-07-19,1.0728990048440499,1.0519318205016128
2016-07-20,1.07056210161256,1.0490499886142586
2016-07-21,1.0729905624056122,1.0521488785221274
2016-07-22,1.0687703820174077,1.0464351524349151
2016-07-25,1.0681825999666128,1.045422570866933
2016-07-26,1.07185492079477,1.0469824277006075
2016-07-27,1.0668982493579082,1.042771692323438
2016-07-28,1.0712970723251931,1.0458407025943628
2016-07-29,1.0701112531066799,1.0441666965513616
2016-08-01,1.0723697365066656,1.0493003254850524
2016-08-02,1.0729428186194034,1.045696913873333
2016-08-03,1.0707431024294032,1.0438306730908635
2016-08-04,1.0712597703408502,1.0468540041954486
2016-08-05,1.078039222173789,1.0536688214605736
2016-08-08,1.0805430956051256,1.0577123506147714
2016-08-09,1.0843735828201004,1.0627481048342489
2016-08-10,1.086710253928896,1.0633880085394538
2016-08-11,1.0827234236974592,1.059177980111255
2016-08-12,1.0914200284592637,1.0699102758710064
2016-08-15,1.0986749167664622,1.0757690752095321
2016-08-16,1.1004041641001696,1.0785876150127252
2016-08-17,1.0969774454990369,1.076461264146806
2016-08-18,1.0986904645764883,1.0787399144633523
2016-08-19,1.1005365939004137,1.0841825637061946
2016-08-22,1.0958942546143258,1.0786040491024038
2016-08-23,1.0962985397748182,1.0759884553131065
2016-08-24,1.0974451735859592,1.0801449300719714
2016-08-25,1.0920377858449253,1.0753659336034016
2016-08-26,1.092572757239906,1.07538916937103
2016-08-29,1.0912520859753196,1.0747222490490351
2016-08-30,1.0952849652470293,1.0796989887732755
2016-08-31,1.0940712827486943,1.0787834300994117
2016-09-01,1.088865488412609,1.0724060921280967
2016-09-02,1.0899512206364028,1.072632422937787
2016-09-05,1.0960638080592537,1.0801561572337117
2016-09-06,1.1009557566434283,1.0863683679039418
2016-09-07,1.1054745133856514,1.0896851238368366
2016-09-08,1.1062610368219143,1.093170292922071
2016-09-09,1.1044674560800554,1.09293262533783
2016-09-12,1.0841650213297458,1.0702879686862463
2016-09-13,1.0907611360521752,1.0790331935780584
2016-09-14,1.0837874463690575,1.0700194275463315
2016-09-19,1.0901863827040603,1.0745126010624344
2016-09-20,1.0877042940797839,1.0712736674166667
2016-09-21,1.0899445161582468,1.0739893668027491
2016-09-22,1.0976302526856636,1.080428203197848
2016-09-23,1.1040703608291766,1.0855801158786815
2016-09-26,1.0937078705620047,1.0754585397601728
2016-09-27,1.0912143206671354,1.0732619836849369
2016-09-28,1.0880188774821173,1.068254866738312
2016-09-29,1.093844377472052,1.0794347969677667
2016-09-30,1.0928744688528929,1.078519287106738
2016-10-10,1.0917507563796773,1.0785623880363673
2016-10-11,1.0977899588903257,1.0866504251994948
