ts_code,162411.SZ,510300.SH,511010.SH,513100.SH,518880.SH
162411.SZ,1.0,0.21260715126208654,-0.09946931744763798,0.239316405697649,0.12833484737138615
510300.SH,0.21260715126208654,1.0,-0.2702361841420268,0.3408479782524995,0.11966180785704728
511010.SH,-0.09946931744763798,-0.2702361841420268,1.0,-0.09881953868037728,0.09222365481114417
513100.SH,0.239316405697649,0.3408479782524995,-0.09881953868037728,1.0,0.057030660563146256
518880.SH,0.12833484737138615,0.11966180785704728,0.09222365481114417,0.057030660563146256,1.0
