,trade_cost
2020-07-07,4.7117023378927425e-05
2020-07-08,3.536982698431654e-06
2020-07-09,8.015093776179497e-07
2020-07-10,2.784415138644282e-06
2020-07-13,7.507438475247714e-06
2020-07-14,6.8506330504228485e-06
2020-07-15,1.5132626034018138e-05
2020-07-16,4.858623328419229e-06
2020-07-17,1.2612843920555534e-05
2020-07-20,5.15660769640091e-06
2020-07-21,2.0538650923064632e-06
2020-07-22,1.8081043621115846e-05
2020-07-23,4.4709981970962275e-05
2020-07-24,4.1385569766357874e-06
2020-07-27,2.104541962544284e-05
2020-07-28,2.6058658527519418e-05
2020-07-29,3.022286488017209e-06
2020-07-30,2.7177792355258522e-06
2020-07-31,7.070645506671768e-06
2020-08-03,2.2966727377274553e-06
2020-08-04,3.135025891408391e-06
2020-08-05,2.5333250448927174e-06
2020-08-06,2.822289741950657e-05
2020-08-07,1.2426062500972557e-07
2020-08-10,2.628129764492025e-06
2020-08-11,5.271681389953501e-06
2020-08-12,2.1762678298262826e-05
2020-08-13,4.3733015414044454e-05
2020-08-14,7.847304936964596e-06
2020-08-17,2.767126042510011e-06
2020-08-18,2.0535059065618365e-06
2020-08-19,2.8613817479084536e-06
2020-08-20,4.418894717053007e-06
2020-08-21,4.44352907027798e-06
2020-08-24,1.2246028638996654e-05
2020-08-25,2.2865928147989914e-05
2020-08-26,1.1494426311353459e-05
2020-08-27,6.129218730412549e-06
2020-08-28,5.35173730302587e-06
2020-08-31,6.04234339884125e-06
2020-09-01,7.473679653217782e-06
2020-09-02,1.9633888916685194e-05
2020-09-03,3.3635018838259306e-06
2020-09-04,3.5409583718523688e-06
2020-09-07,1.8790908204352484e-05
2020-09-08,6.9513837909510045e-06
2020-09-09,8.055551981951847e-06
2020-09-10,6.89146244728427e-06
2020-09-11,7.880785663236828e-06
2020-09-14,1.0720569581368217e-06
2020-09-15,3.844354537527423e-06
2020-09-16,2.2328346238223614e-06
2020-09-17,2.8194217378444546e-07
2020-09-18,2.257333738863814e-06
2020-09-21,1.0013714024333368e-05
2020-09-22,1.691742599424585e-05
2020-09-23,1.050527256004536e-05
2020-09-24,0.0007665460109414498
2020-09-25,6.415173829496551e-06
2020-09-28,1.1802537384675751e-05
2020-09-29,9.989453150932859e-07
2020-09-30,1.2704459002674349e-05
2020-10-09,0.0007757502577904696
2020-10-12,5.1628233594785445e-06
2020-10-13,1.1694868473968602e-05
2020-10-14,0.0007881990360909522
2020-10-15,6.130318860506065e-06
2020-10-16,4.507485592955634e-06
2020-10-19,5.960391098862039e-07
2020-10-20,0.0007636456745171934
2020-10-21,3.495395035212345e-07
2020-10-22,0.0007639952140207147
2020-10-23,0.0007598768764437376
2020-10-26,4.951228062367405e-06
2020-10-27,9.993951753901992e-07
2020-10-28,8.730334326923984e-06
2020-10-29,1.0117789663845641e-06
2020-10-30,7.236112955696105e-06
2020-11-02,5.709857993688703e-06
2020-11-03,5.719858241623584e-06
2020-11-04,6.326912313656137e-06
2020-11-05,5.217792260244041e-06
2020-11-06,4.260031580804628e-06
2020-11-09,3.3269016131249192e-06
2020-11-10,0.0007565586806205386
2020-11-11,5.5406745893419835e-05
2020-11-12,7.288826075354263e-06
2020-11-13,2.573167398873394e-07
2020-11-16,6.127562890861749e-06
2020-11-17,5.565312537989683e-06
2020-11-18,0.0007570778727748862
2020-11-19,4.417661454812052e-06
2020-11-20,1.2431024301569026e-06
2020-11-23,5.355222583419209e-07
2020-11-24,2.5631520994139045e-05
2020-11-25,2.106994253106253e-05
2020-11-26,5.585746494695707e-06
2020-11-27,5.06814041071179e-07
2020-11-30,4.4501584622049435e-06
2020-12-01,1.3926956045619033e-05
2020-12-02,7.0330567428086645e-06
2020-12-03,7.423388709250769e-06
2020-12-04,2.9553501703529912e-06
2020-12-07,9.286965348234325e-06
2020-12-08,2.8900826170396856e-06
2020-12-09,5.346305152085372e-06
2020-12-10,4.269123209668987e-06
2020-12-11,3.46690567152292e-06
2020-12-14,4.179013844303477e-06
2020-12-15,2.2512383868340812e-06
2020-12-16,1.0980104166816254e-05
2020-12-17,3.5377447383022966e-06
2020-12-18,0.0007508067302994711
2020-12-21,2.1268957117015763e-06
2020-12-22,3.8032088046621447e-06
2020-12-23,0.0007526474767505807
2020-12-24,0.0007526474767505807
2020-12-25,8.205912342149902e-07
2020-12-28,2.493466617229295e-06
2020-12-29,1.4862487196078966e-06
2020-12-30,0.0007472272791635607
2020-12-31,0.0007472272791635606
2021-01-04,2.670197068967767e-05
2021-01-05,1.2607204428531083e-05
2021-01-06,1.3191302687584422e-05
2021-01-07,1.0974023903636277e-06
2021-01-08,1.3577935264497298e-05
2021-01-11,1.5097014732356751e-05
2021-01-12,5.2191509723839155e-05
2021-01-13,2.702274716317024e-05
2021-01-14,3.158433754543166e-06
2021-01-15,1.9315129601664233e-05
2021-01-18,1.4777619276533372e-06
2021-01-19,1.9837917645131043e-06
2021-01-20,1.1922142649169021e-05
2021-01-21,3.99565372689209e-06
2021-01-22,3.207135140046355e-05
2021-01-25,0.0007312874740413674
2021-01-26,0.0007312874740413674
2021-01-27,0.0006957421979989764
2021-01-28,0.0006957421979989764
2021-01-29,0.0007256363958775752
2021-02-01,1.967463609051069e-06
2021-02-02,5.87652143965349e-06
2021-02-03,0.0007319029925308912
2021-02-04,9.965810688365217e-06
2021-02-05,0.0007489879146564712
2021-02-08,0.0007489879146564712
2021-02-09,7.968131331524298e-06
2021-02-10,1.4634178556041434e-05
2021-02-18,9.584354525827483e-06
2021-02-19,6.118450098784465e-05
2021-02-22,2.0043126215027463e-07
2021-02-23,0.000783651152743504
2021-02-24,2.7487009137267884e-06
2021-02-25,0.0007849172621201867
2021-02-26,1.0826086014924574e-05
2021-03-01,3.0156545844948563e-05
2021-03-02,1.2052530012752639e-05
2021-03-03,1.0011520362939258e-05
2021-03-04,7.3348030137539714e-06
2021-03-05,2.146302071305403e-05
2021-03-08,1.951930373979255e-06
2021-03-09,1.4773468866193462e-05
2021-03-10,3.835772465200296e-06
2021-03-11,1.1089363105107622e-05
2021-03-12,1.0113324050728318e-05
2021-03-15,1.0374107161181173e-05
2021-03-16,6.41502273469724e-06
2021-03-17,7.72767357898399e-06
2021-03-18,1.6352158787169836e-06
2021-03-19,3.7438995346948945e-06
2021-03-22,2.380628712053251e-05
2021-03-23,2.1216255594330437e-06
2021-03-24,0.00012470566220070247
2021-03-25,6.383699434562358e-06
2021-03-26,4.373218760498232e-06
2021-03-29,1.0169850105651684e-05
2021-03-30,2.3752584401418724e-07
2021-03-31,1.3471147595972872e-05
2021-04-01,0.0004224685431816241
2021-04-02,1.5375077581745333e-05
2021-04-06,7.79741530018406e-06
2021-04-07,8.415458512487679e-06
2021-04-08,1.1199111595311674e-06
2021-04-09,2.0011525141921396e-06
2021-04-12,5.642888345409144e-06
2021-04-13,7.2046447267354595e-06
2021-04-14,1.1967747148062675e-06
2021-04-15,2.9422101355743442e-06
2021-04-16,8.832991850437302e-06
2021-04-19,1.237241728669139e-06
2021-04-20,2.7329074723644182e-05
2021-04-21,1.5406818965515434e-05
2021-04-22,9.315903568429235e-06
2021-04-23,2.977644135168364e-06
2021-04-26,6.507577125433359e-06
2021-04-27,4.739263741494832e-06
2021-04-28,0.0003716819834453109
2021-04-29,2.168771632739333e-06
2021-04-30,8.482980726205653e-06
2021-05-06,1.8787816234723323e-06
2021-05-07,1.533443404003876e-05
2021-05-10,9.039334121051658e-06
2021-05-11,4.0318515334528125e-06
2021-05-12,2.860239227502003e-05
2021-05-13,0.00038300207059567125
2021-05-14,1.6986625514342074e-06
2021-05-17,2.8954025636943646e-05
2021-05-18,1.5443777441742983e-05
2021-05-19,7.828789724986823e-06
2021-05-20,0.00041109114767181687
2021-05-21,5.513936414515975e-07
2021-05-24,1.3928147496236055e-05
2021-05-25,0.0004220179557585535
2021-05-26,4.1848660338623113e-05
2021-05-27,6.64131772652464e-06
2021-05-28,1.353252342061323e-06
2021-05-31,2.426744716175114e-06
2021-06-01,1.0569249222888711e-07
2021-06-02,7.883541665184152e-07
2021-06-03,8.057925772596813e-06
2021-06-04,4.3944785035211485e-06
2021-06-07,2.4975953332916355e-06
2021-06-08,1.2939234141454468e-05
2021-06-09,4.820332391743426e-06
2021-06-10,3.12711234653211e-06
2021-06-11,2.716013530497469e-06
2021-06-15,3.0530998010841054e-06
2021-06-16,7.488317174618328e-06
2021-06-17,8.74031827885298e-06
2021-06-18,8.16171217265875e-06
2021-06-21,3.0114407276535193e-05
2021-06-22,0.000319195137622085
2021-06-23,0.000319195137622085
2021-06-24,8.868672682868034e-06
2021-06-25,3.0340457441500877e-07
2021-06-28,0.0003392751967259783
2021-06-29,0.0003392751967259783
2021-06-30,1.385390336128839e-05
2021-07-01,1.6750871663406136e-06
2021-07-02,1.9915445822668578e-06
2021-07-05,5.6036609175572253e-05
2021-07-06,6.028482906027699e-06
2021-07-07,6.018385325893272e-07
2021-07-08,1.2874420035419761e-05
2021-07-09,9.634600926384394e-06
2021-07-12,1.2346185550081852e-06
2021-07-13,1.2790375180773125e-05
2021-07-14,4.150379684034894e-07
2021-07-15,7.326995371863404e-06
2021-07-16,1.806487023253041e-05
2021-07-19,1.355173630380739e-05
2021-07-20,6.504149935091491e-06
2021-07-21,1.4552713938861955e-06
2021-07-22,2.0348940253622633e-06
2021-07-23,1.2398538877595289e-05
2021-07-26,8.045917405950911e-06
2021-07-27,3.386597175870928e-05
2021-07-28,3.525375388958074e-05
2021-07-29,1.6237951315432514e-05
2021-07-30,1.466013898904553e-05
2021-08-02,3.444719391221145e-05
2021-08-03,1.4221483329985755e-05
2021-08-04,2.0895595476866093e-06
2021-08-05,1.2586598989107744e-06
2021-08-06,6.434811501130608e-06
2021-08-09,7.066040948727384e-06
2021-08-10,2.7543601460624097e-06
2021-08-11,3.874976816300891e-06
2021-08-12,2.7151223934962083e-06
2021-08-13,1.1588245098364813e-06
2021-08-16,4.0704408525567284e-07
2021-08-17,0.0007545454853768708
2021-08-18,4.505708401685134e-06
2021-08-19,4.703967986340239e-06
2021-08-20,1.8732174382900985e-05
2021-08-23,6.333700505789488e-06
2021-08-24,9.048214547998381e-06
2021-08-25,6.765965606025704e-06
2021-08-26,6.744527395556216e-05
2021-08-27,8.21230657816799e-05
2021-08-30,1.4631954448582688e-07
2021-08-31,3.6132122458521976e-06
2021-09-01,3.890762086895088e-06
2021-09-02,4.607104292851543e-06
2021-09-03,9.70210148652711e-07
2021-09-06,4.039394642513946e-06
2021-09-07,3.092522883657054e-06
2021-09-08,2.596223424151632e-06
2021-09-09,3.187611220079427e-07
2021-09-10,3.04611184186402e-06
2021-09-13,2.7974986099767245e-06
2021-09-14,1.556155230931583e-06
2021-09-15,4.145159716252841e-06
2021-09-16,2.678452644566044e-06
2021-09-17,6.397437207384966e-06
2021-09-22,2.432048004302117e-06
2021-09-23,2.5515867714876973e-05
2021-09-24,5.384503896753792e-06
2021-09-27,1.7226727552239648e-06
2021-09-28,3.150060564189851e-06
2021-09-29,1.172425721404266e-05
2021-09-30,7.200191442388126e-05
2021-10-08,3.90491634573633e-07
2021-10-11,8.50840255635253e-05
2021-10-12,5.6544822469550525e-06
2021-10-13,5.0581207592164495e-06
2021-10-14,3.425325888815743e-06
2021-10-15,6.952973185427851e-06
2021-10-18,5.784677417140172e-06
2021-10-19,3.313033284503617e-05
2021-10-20,5.968977232948549e-06
2021-10-21,9.348583790009382e-05
2021-10-22,9.839345367617016e-05
2021-10-25,9.839345367617008e-05
2021-10-26,6.806368192481747e-07
2021-10-27,9.586134113050927e-05
2021-10-28,7.195496081323534e-06
2021-10-29,4.75238773219603e-06
2021-11-01,2.0725603039855114e-06
2021-11-02,7.680189815468e-06
2021-11-03,3.466987867803577e-06
2021-11-04,1.7725513161766688e-06
2021-11-05,7.079189014155468e-06
2021-11-08,2.890263383205426e-06
2021-11-09,1.6771554219086258e-06
2021-11-10,6.109465077588899e-06
2021-11-11,4.5465061812049835e-06
2021-11-12,1.5778472738432436e-05
2021-11-15,8.722684975570099e-06
2021-11-16,3.2073368370515478e-06
2021-11-17,2.080903687551424e-06
2021-11-18,1.8127461947490404e-06
2021-11-19,4.963717534883689e-06
2021-11-22,6.492357186272012e-06
2021-11-23,4.715574963326823e-06
2021-11-24,1.0479944632297591e-05
2021-11-25,2.363722260158787e-06
2021-11-26,6.222094097268535e-07
2021-11-29,1.4453890457087042e-05
2021-11-30,1.4926417592291188e-05
2021-12-01,1.912528657497026e-06
2021-12-02,2.246994697388368e-06
2021-12-03,1.3934104024062572e-05
2021-12-06,8.016597008455497e-06
2021-12-07,1.7755598815656568e-05
2021-12-08,4.313922948863059e-06
2021-12-09,2.299050440456501e-05
2021-12-10,1.1343019659363643e-05
2021-12-13,1.2492081482672162e-06
2021-12-14,3.120740846439634e-06
2021-12-15,3.8729286475218156e-06
2021-12-16,6.108620522853995e-06
2021-12-17,7.404592894075017e-06
2021-12-20,9.807006994447452e-05
2021-12-21,2.5877677437048767e-06
2021-12-22,9.478095394707329e-07
2021-12-23,7.704137783734535e-07
2021-12-24,1.6006014268866962e-06
2021-12-27,1.0336984721170603e-07
2021-12-28,1.7181145382549647e-06
2021-12-29,4.967643882265692e-06
2021-12-30,5.94693196391341e-08
2021-12-31,1.8892943293241754e-05
2022-01-04,4.0893056881228034e-07
2022-01-05,1.8529028746501996e-06
2022-01-06,1.694174240072975e-06
2022-01-07,7.079765596957513e-06
2022-01-10,9.507002566046111e-05
2022-01-11,3.4438908299834813e-06
2022-01-12,3.30727732782975e-06
2022-01-13,9.881315574826996e-06
2022-01-14,9.173594982307871e-05
2022-01-17,8.662344636872362e-06
2022-01-18,1.3673135904247423e-06
2022-01-19,1.7218719309270693e-05
2022-01-20,3.57876612702835e-06
2022-01-21,2.610698983028688e-07
2022-01-24,1.0380514697420317e-06
2022-01-25,1.8280649024038304e-05
2022-01-26,0.00010647044723328594
2022-01-27,0.00010647044723328596
2022-01-28,3.92873299632554e-06
2022-02-07,4.9757586794030585e-06
2022-02-08,2.2158596469334946e-05
2022-02-09,5.45979864325058e-07
2022-02-10,5.207941558825227e-06
2022-02-11,1.702166073960721e-06
2022-02-14,2.176742854190995e-05
2022-02-15,7.374049636971282e-06
2022-02-16,2.395418796821279e-06
2022-02-17,2.9783255161694444e-06
2022-02-18,2.3318656011338256e-07
2022-02-21,2.846683351985686e-07
2022-02-22,6.708139346520471e-06
2022-02-23,1.1426196421292778e-05
2022-02-24,3.3791137490833715e-06
2022-02-25,1.3690230726089853e-05
2022-02-28,7.590067922154626e-06
2022-03-01,4.2795683772727317e-07
2022-03-02,1.930367248241468e-06
2022-03-03,5.243158479639847e-06
2022-03-04,1.0278515948621558e-06
2022-03-07,5.083464156083527e-06
2022-03-08,4.596955361933167e-06
2022-03-09,1.822614173112757e-06
2022-03-10,5.770691618886443e-06
2022-03-11,6.060567846640618e-06
2022-03-14,3.490282519253311e-06
2022-03-15,7.793708589654144e-06
2022-03-16,9.481485124824468e-06
2022-03-17,8.828218321986023e-06
2022-03-18,3.3575174649268652e-06
2022-03-21,1.5322758564197578e-06
2022-03-22,1.4328531624435842e-06
2022-03-23,1.332468141686874e-06
2022-03-24,6.34528792376331e-05
2022-03-25,2.633348517744917e-07
2022-03-28,0.00010642346127225373
2022-03-29,2.8445625830994423e-06
2022-03-30,5.36917448012323e-07
2022-03-31,0.00010378286396971603
2022-04-01,0.00010482076469120755
2022-04-06,2.619170715781903e-06
2022-04-07,6.199332033618096e-07
2022-04-08,1.996466832939418e-06
2022-04-11,2.98529698475224e-06
2022-04-12,9.220675889769242e-06
2022-04-13,6.607872808461549e-07
2022-04-14,5.381200523907714e-05
2022-04-15,5.38120052390771e-05
2022-04-18,2.8971525791551544e-06
2022-04-19,3.7032455075050667e-06
2022-04-20,5.2479076570384355e-05
2022-04-21,8.488223801151957e-06
2022-04-22,3.906735541667556e-06
2022-04-25,7.549473952357774e-06
2022-04-26,9.507758734991267e-06
2022-04-27,4.445038862405867e-06
2022-04-28,1.891482623052828e-06
2022-04-29,1.0241870491178585e-06
2022-05-05,4.314868578069626e-06
2022-05-06,2.8103164263365204e-06
2022-05-09,3.966193922676081e-06
2022-05-10,8.662859076526124e-07
2022-05-11,1.2059877743741435e-05
2022-05-12,1.8903093486805858e-06
2022-05-13,6.291142039606528e-06
2022-05-16,4.235925068622413e-06
2022-05-17,3.838900236714117e-06
2022-05-18,1.5612620647856968e-06
2022-05-19,3.239142425605206e-06
2022-05-20,3.674222696533008e-06
2022-05-23,4.080593567999291e-05
2022-05-24,1.6377256922359835e-07
2022-05-25,9.228297889862271e-08
2022-05-26,3.922299276312486e-05
2022-05-27,3.9222992763124805e-05
2022-05-30,1.38762743604559e-05
2022-05-31,6.933760134705015e-07
2022-06-01,3.654200079779825e-06
2022-06-02,4.452454785781268e-06
2022-06-06,3.2500667492293274e-06
2022-06-07,7.419636190118539e-07
2022-06-08,9.545903541238084e-07
2022-06-09,2.4425714826066744e-06
2022-06-10,7.279715065010989e-07
2022-06-13,7.61838366818781e-07
2022-06-14,1.8491990581244296e-05
2022-06-15,1.4739403375162903e-05
2022-06-16,1.1093560568548582e-06
2022-06-17,8.917225715222004e-07
2022-06-20,2.501481801747545e-06
2022-06-21,3.367917137371888e-06
2022-06-22,1.1286785548566182e-06
2022-06-23,2.561959218681121e-06
2022-06-24,1.2510085446323232e-07
2022-06-27,3.3563156487018477e-06
2022-06-28,1.0043633599980477e-05
2022-06-29,2.4988385528694706e-06
2022-06-30,3.316945747851255e-06
2022-07-01,8.272002648924641e-07
2022-07-04,9.892679376858429e-05
2022-07-05,3.0254183289301784e-06
2022-07-06,6.756964670456036e-07
2022-07-07,2.101030472491633e-06
2022-07-08,6.186557157870227e-08
2022-07-11,1.7026874615903802e-06
2022-07-12,1.3627318808531222e-07
2022-07-13,9.671119367026269e-05
2022-07-14,9.671119367026265e-05
2022-07-15,6.37151228325198e-07
2022-07-18,2.061219184175858e-06
2022-07-19,0.00010617762960156455
2022-07-20,1.1342333483269352e-06
2022-07-21,5.73656506098686e-07
2022-07-22,1.5097834994433954e-06
2022-07-25,1.4277063443687118e-05
2022-07-26,9.158346379145872e-05
2022-07-27,9.369955127374203e-05
2022-07-28,9.369955127374196e-05
2022-07-29,8.781129137441122e-05
2022-08-01,8.495932848175368e-06
2022-08-02,6.527521681598439e-06
2022-08-03,2.2708897562838444e-06
2022-08-04,1.693860263522534e-06
2022-08-05,2.448051036935682e-06
2022-08-08,0.0001030461361122853
2022-08-09,1.0606123716958466e-06
2022-08-10,8.03322773951301e-07
2022-08-11,4.282029905430286e-08
2022-08-12,1.8353868286803862e-07
2022-08-15,1.1330175852340714e-06
2022-08-16,1.0856350354522228e-05
2022-08-17,3.9338453648786814e-07
2022-08-18,3.483877145392007e-07
2022-08-19,4.6191729719567006e-08
2022-08-22,8.140904154082425e-07
2022-08-23,1.5415832367132732e-07
2022-08-24,5.211407873802546e-07
2022-08-25,1.3544735787398427e-07
2022-08-26,9.019166125896691e-07
2022-08-29,1.4049323664934096e-07
2022-08-30,2.9234434080132462e-08
2022-08-31,4.3720486796497773e-07
2022-09-01,0.00013584646025838337
2022-09-02,0.0001358464602583833
2022-09-05,9.101953339522747e-07
2022-09-06,0.00012167186988472005
2022-09-07,4.991162682814917e-07
2022-09-08,6.136519761120995e-06
2022-09-09,3.7809376296698422e-06
2022-09-13,6.1633658145766795e-06
2022-09-14,4.479726699739806e-06
2022-09-15,9.621737341529401e-07
2022-09-16,2.3808632614957057e-06
2022-09-19,2.795403179338383e-06
2022-09-20,0.00012341147717530635
2022-09-21,0.00012655984449761354
2022-09-22,1.6134941745402954e-07
2022-09-23,9.037296849445012e-07
2022-09-26,3.917768869740042e-06
2022-09-27,1.4908410518059627e-05
2022-09-28,1.095345774527407e-06
2022-09-29,1.2063897492163403e-07
2022-09-30,2.8099084066933576e-06
2022-10-10,4.432561220002426e-06
2022-10-11,0.00014990304221491974
2022-10-12,0.00016295734908329258
2022-10-13,1.459503226490695e-06
2022-10-14,2.1120191154547134e-06
2022-10-17,2.005012660292836e-05
2022-10-18,1.6915607113091193e-06
2022-10-19,1.0145217672577304e-06
2022-10-20,2.3340605976116154e-07
2022-10-21,0.00018476952516241181
2022-10-24,4.91037230276898e-07
2022-10-25,4.902502175992123e-07
2022-10-26,1.6125925313901017e-07
2022-10-27,1.1024647729778944e-07
2022-10-28,1.4902217083282225e-07
2022-10-31,1.3488516300558546e-06
2022-11-01,0.0001631953955494504
2022-11-02,6.355696687295661e-06
2022-11-03,4.800372387236466e-06
2022-11-04,5.159478936124836e-07
2022-11-07,5.189047757701248e-06
2022-11-08,1.1216370586111667e-05
2022-11-09,7.768630451360555e-07
2022-11-10,6.725449196560838e-05
2022-11-11,3.886321640329799e-06
2022-11-14,1.3449485575622972e-05
2022-11-15,1.5060660392931742e-05
2022-11-16,1.3929567500631028e-06
2022-11-17,4.141978475314098e-06
2022-11-18,7.145699183065724e-06
2022-11-21,5.425309026048375e-07
2022-11-22,1.1748072622742904e-05
2022-11-23,6.137801796422052e-07
2022-11-24,9.00259628277959e-06
2022-11-25,3.7883573543276392e-06
2022-11-28,1.1046485296256774e-05
2022-11-29,8.21096512421465e-06
2022-11-30,1.600514524894411e-05
2022-12-01,1.8771262855950093e-06
2022-12-02,1.3038660295245502e-06
2022-12-05,3.0297085723893744e-06
2022-12-06,1.5071460201149832e-05
2022-12-07,1.1550100241736378e-05
2022-12-08,2.168872666631825e-06
2022-12-09,7.632233448641817e-06
2022-12-12,4.152373566568661e-07
2022-12-13,2.288753024526531e-07
2022-12-14,1.2524192409000791e-05
2022-12-15,4.645019944107473e-06
2022-12-16,6.814208615433533e-06
2022-12-19,3.2259046995447223e-06
2022-12-20,2.600234354129802e-06
2022-12-21,9.933326513714702e-07
2022-12-22,9.688901652214206e-06
2022-12-23,2.3608447659438403e-06
2022-12-26,9.977014862591036e-06
2022-12-27,2.5772391096996818e-06
2022-12-28,5.694541034455999e-07
2022-12-29,8.101404255056468e-06
2022-12-30,2.963209614361903e-06
2023-01-03,3.5267495562624e-06
2023-01-04,7.861419973993374e-07
2023-01-05,6.9275991470856765e-06
2023-01-06,1.9579330223752945e-06
2023-01-09,8.702542588264282e-06
2023-01-10,1.4738991107111635e-05
2023-01-11,1.0187758902820525e-06
2023-01-12,3.730454974282954e-06
2023-01-13,7.309785631799612e-07
2023-01-16,1.0847216762814236e-06
2023-01-17,1.3074001346330515e-06
2023-01-18,1.0822243065152712e-06
2023-01-19,3.513552030545885e-06
2023-01-20,1.593344376674171e-06
2023-01-30,4.4603400368962916e-06
2023-01-31,1.4637689319375834e-06
2023-02-01,1.0677639433999575e-05
2023-02-02,2.1738362895828528e-06
2023-02-03,5.020081313897664e-06
2023-02-06,2.228807209822445e-05
2023-02-07,1.2038176342694311e-05
2023-02-08,2.1205888731261336e-07
2023-02-09,1.09561594702531e-06
2023-02-10,4.2347935836204235e-07
2023-02-13,2.913472419731063e-06
2023-02-14,5.7882033863458115e-06
2023-02-15,3.132013990226473e-08
2023-02-16,7.492413796257036e-07
2023-02-17,2.0589933349400568e-07
2023-02-20,1.641485832361657e-06
2023-02-21,0.000866320883078938
2023-02-22,8.695162644969946e-08
2023-02-23,1.5037650980944394e-06
2023-02-24,4.516798479751727e-07
2023-02-27,9.519093949586222e-07
