,trade_cost
2023-02-28,0.0008663236869049473
2023-03-01,0.0008663236869049473
2023-03-02,1.05345661461842e-06
2023-03-03,1.6226927494789878e-06
2023-03-06,4.33218161400864e-06
2023-03-07,2.540485297227918e-06
2023-03-08,1.6428032724001006e-06
2023-03-09,2.5639636566476664e-05
2023-03-10,7.049822881346202e-06
2023-03-13,8.884360599472369e-06
2023-03-14,6.364459328522393e-06
2023-03-15,4.986265206348872e-06
2023-03-16,2.6015575072027288e-06
2023-03-17,2.450939022129846e-05
2023-03-20,2.4593639778047044e-06
2023-03-21,8.131381533028576e-05
2023-03-22,1.1339191954182898e-05
2023-03-23,3.6963850176406077e-06
2023-03-24,9.202380003665301e-07
2023-03-27,5.455361285155169e-07
2023-03-28,2.3280449600991126e-06
2023-03-29,4.627328273507786e-06
2023-03-30,5.6284551779002545e-06
2023-03-31,8.470895506212106e-07
2023-04-03,3.3738795559364043e-06
2023-04-04,2.262233059494104e-05
2023-04-06,5.4236486098876716e-06
2023-04-07,5.240988700311672e-06
2023-04-10,1.7610407249461225e-06
2023-04-11,1.0472423469360171e-05
2023-04-12,1.0059982784671267e-05
2023-04-13,1.4006947709687968e-06
2023-04-14,0.0009395868941925282
2023-04-17,2.2145404215892784e-06
2023-04-18,1.266940602626979e-06
2023-04-19,3.1494175666136815e-07
2023-04-20,2.2513807516803092e-06
2023-04-21,0.0009359526147194139
2023-04-24,0.0009026896437703947
2023-04-25,3.415782415475469e-05
2023-04-26,0.0009350909506208919
2023-04-27,0.0003667143794508958
2023-04-28,0.0002801368812731501
2023-05-04,0.0005467176660218555
2023-05-05,2.9198551835656422e-05
2023-05-08,6.046916849531681e-07
2023-05-09,8.385586710617537e-06
2023-05-10,0.0009092775668379354
2023-05-11,6.957871655753284e-06
2023-05-12,0.0009023196951821822
2023-05-15,6.712823517652511e-07
2023-05-16,0.0008926844370657013
2023-05-17,3.6731715041857376e-06
2023-05-18,7.51257690218117e-07
2023-05-19,1.7411447399304364e-06
2023-05-22,2.2775649391554644e-06
2023-05-23,0.0008903232522680143
2023-05-24,1.50286959229263e-05
2023-05-25,1.923041845527995e-06
2023-05-26,2.5174969798287817e-06
2023-05-29,0.000283107006385482
2023-05-30,0.0002686436391545669
2023-05-31,0.0002686436391545669
2023-06-01,0.0008987884700368848
2023-06-02,5.721030554499526e-05
2023-06-05,5.7210305544995266e-05
2023-06-06,7.0705974391827645e-06
2023-06-07,8.482082553967936e-05
2023-06-08,8.482082553967943e-05
2023-06-09,7.970094104548261e-05
2023-06-12,4.793615467441926e-06
2023-06-13,4.583734640599586e-07
2023-06-14,3.052890582978987e-06
2023-06-15,7.901358598753677e-05
2023-06-16,4.48484398830862e-05
2023-06-19,9.855334324941736e-05
2023-06-20,3.635401803363171e-06
2023-06-21,6.686146488059513e-07
2023-06-26,9.52343166698822e-05
2023-06-27,2.5991993144390234e-06
2023-06-28,4.111235177433715e-06
2023-06-29,4.951452532754958e-05
2023-06-30,1.383260670657638e-07
2023-07-03,7.643607641792366e-06
2023-07-04,2.7211604471525516e-06
2023-07-05,1.3068135441357196e-06
2023-07-06,8.412418044980643e-06
2023-07-07,1.4484194255767746e-07
2023-07-10,1.2072422545983259e-06
2023-07-11,2.850759759698979e-06
2023-07-12,1.9678259954658551e-07
2023-07-13,2.3053710362337665e-07
2023-07-14,1.3044581148852195e-05
2023-07-17,3.220203899918853e-06
2023-07-18,8.140383124962333e-07
2023-07-19,4.531436583831705e-07
2023-07-20,1.9057350429241547e-05
2023-07-21,5.652417073115191e-06
2023-07-24,3.6908506035234665e-06
2023-07-25,1.5814351959659474e-06
2023-07-26,4.785523139235983e-05
2023-07-27,2.247752789257103e-06
2023-07-28,2.431503550641388e-06
2023-07-31,1.3625427585750445e-05
2023-08-01,4.152831269054594e-06
2023-08-02,4.431289402088384e-05
2023-08-03,5.19706685839412e-06
2023-08-04,9.8978144328619e-06
2023-08-07,3.1703825573429593e-06
2023-08-08,1.230115094855322e-06
2023-08-09,7.53746609247357e-07
2023-08-10,1.404665948968896e-06
2023-08-11,1.420781019865737e-06
2023-08-14,4.140707577956843e-06
2023-08-15,9.973463461145707e-07
2023-08-16,2.832635294014698e-05
2023-08-17,6.618827760877931e-06
2023-08-18,2.0420230684949014e-06
2023-08-21,5.443998262360608e-06
2023-08-22,1.134812653579894e-06
2023-08-23,4.2640696471449825e-06
2023-08-24,5.319113525466209e-06
2023-08-25,7.530911380337489e-06
2023-08-28,9.37306882296441e-06
2023-08-29,1.680949293686556e-05
2023-08-30,1.2597500771072162e-05
2023-08-31,2.3399609582399214e-05
2023-09-01,3.5954409469816303e-06
2023-09-04,8.739312069477416e-06
2023-09-05,3.381327073467076e-05
2023-09-06,3.824348157199318e-06
2023-09-07,1.7103450096515213e-06
2023-09-08,6.371549898672863e-06
2023-09-11,1.577133064012032e-05
2023-09-12,1.1142312859346165e-06
2023-09-13,7.537509955007089e-06
2023-09-14,6.2189298864979775e-06
2023-09-15,1.825057784259018e-05
2023-09-18,3.708566644193002e-05
2023-09-19,4.317686331292831e-06
2023-09-20,1.0742490109215204e-05
2023-09-21,9.911741917563898e-06
2023-09-22,3.120961750632784e-06
2023-09-25,2.9160877643274778e-06
2023-09-26,1.9887760585391226e-06
2023-09-27,6.927174005548553e-06
2023-09-28,1.646683325668025e-05
2023-10-09,6.291793776684135e-05
2023-10-10,1.3515412876010199e-05
2023-10-11,1.1300149408870913e-05
2023-10-12,0.0007141889604375651
2023-10-13,1.0300352728164153e-05
2023-10-16,7.38210510386736e-07
2023-10-17,1.5812633887486467e-05
2023-10-18,2.0405827799060693e-06
2023-10-19,8.856698857854534e-06
2023-10-20,8.50465663060801e-06
2023-10-23,7.818973853602932e-06
2023-10-24,1.5665463470790094e-05
2023-10-25,4.304477268923759e-06
2023-10-26,2.6606641383124517e-06
2023-10-27,4.475402080042271e-05
2023-10-30,5.454269967474085e-06
2023-10-31,8.254596542301304e-06
2023-11-01,1.0396863148777469e-07
2023-11-02,1.0981832081251281e-05
2023-11-03,2.0977709791975567e-05
2023-11-06,6.328485024984898e-06
2023-11-07,0.0007544569987617964
2023-11-08,5.1593140265885665e-06
2023-11-09,0.0007592144935536515
2023-11-10,6.441703861839995e-06
2023-11-13,7.0535172922218396e-06
2023-11-14,1.7706882662814115e-05
2023-11-15,0.000773866740254852
2023-11-16,4.036132556091726e-06
2023-11-17,1.331687529538026e-06
2023-11-20,2.914368041268975e-06
2023-11-21,1.1170573610431646e-05
2023-11-22,1.7751136637947328e-06
2023-11-23,0.0007915910395558762
2023-11-24,0.0007707021563136296
2023-11-27,3.9335107905432675e-06
2023-11-28,0.0007667686455230864
2023-11-29,0.0007782504700645232
2023-11-30,3.211979564526603e-06
2023-12-01,4.380896700942879e-06
2023-12-04,3.503982763759621e-06
2023-12-05,8.73249604183551e-06
2023-12-06,1.6134629375201056e-05
2023-12-07,5.288386874901637e-05
2023-12-08,2.0371768137953523e-06
2023-12-11,3.0341027944144584e-06
2023-12-12,8.302918751044e-05
2023-12-13,2.5737892438325096e-06
2023-12-14,8.266525258799973e-05
2023-12-15,1.0812397613924454e-05
2023-12-18,2.1872171174058263e-06
2023-12-19,1.5093681213728325e-06
2023-12-20,9.708675632055797e-08
2023-12-21,4.7459599955533215e-06
2023-12-22,5.4987812321573434e-06
2023-12-25,0.0008312741068082093
2023-12-26,0.0008202623231663372
2023-12-27,1.2004122268093818e-06
2023-12-28,3.268972124894909e-06
2023-12-29,1.9093132096404535e-06
2024-01-02,3.85642544773572e-07
2024-01-03,1.0796552998694225e-05
2024-01-04,7.38082351884542e-06
2024-01-05,2.1607363472816998e-07
2024-01-08,2.313744205031443e-06
2024-01-09,1.1378917802031126e-06
2024-01-10,1.3139283266835587e-05
2024-01-11,1.8323411395375841e-06
2024-01-12,1.6764929568006126e-06
2024-01-15,1.7268301039106461e-06
2024-01-16,2.626883590543378e-06
2024-01-17,5.7368940831286075e-06
2024-01-18,1.4973676799799964e-05
2024-01-19,6.213782629229183e-07
2024-01-22,4.6149681704551e-05
2024-01-23,4.921719803800272e-05
2024-01-24,4.183314216279798e-05
2024-01-25,2.788046898562914e-06
2024-01-26,7.179857878877181e-06
2024-01-29,3.821688480550627e-06
2024-01-30,1.7684124634444535e-06
2024-01-31,4.255313560480048e-05
2024-02-01,8.140557558846843e-06
2024-02-02,8.890531630206593e-06
2024-02-05,4.6009507643164255e-06
2024-02-06,1.1512091252334129e-05
2024-02-07,2.2909665502998806e-05
2024-02-08,5.3575479994750247e-05
2024-02-19,7.349214307059097e-06
2024-02-20,2.7857412130452495e-06
2024-02-21,5.160462057134296e-05
2024-02-22,3.3062904861239294e-06
2024-02-23,7.5683953417215875e-06
2024-02-26,4.729231558990556e-06
2024-02-27,6.662815574028966e-06
2024-02-28,4.5979400118549344e-05
2024-02-29,4.5325366232998324e-07
2024-03-01,4.503865250753067e-05
2024-03-04,5.366231790896077e-07
2024-03-05,3.404221422052683e-05
2024-03-06,2.1643380987780098e-05
2024-03-07,7.061431595158273e-06
2024-03-08,9.190107935356816e-06
2024-03-11,1.9434682661034244e-06
2024-03-12,5.4309876011863316e-06
2024-03-13,5.000526888967099e-05
2024-03-14,7.963574572400177e-07
2024-03-15,2.8694800357436796e-06
2024-03-18,6.747869254454669e-07
2024-03-19,5.357514940062953e-05
2024-03-20,2.156306436324227e-06
2024-03-21,1.0924969622032946e-06
2024-03-22,2.7248857953653245e-05
2024-03-25,4.965145465197051e-06
2024-03-26,4.0244863703888284e-06
2024-03-27,5.291930204641346e-07
2024-03-28,6.436419813404388e-06
2024-03-29,3.061118819232503e-06
2024-04-01,1.0281193397990299e-05
2024-04-02,1.970009248095504e-06
2024-04-03,1.49604958135921e-06
2024-04-08,2.004492287229813e-06
2024-04-09,8.0701059779918e-06
2024-04-10,2.8968446642297502e-06
2024-04-11,2.3824659102504933e-07
2024-04-12,6.480076741610344e-06
2024-04-15,9.880003635334682e-06
2024-04-16,1.0992690424934927e-05
2024-04-17,1.4083107305292678e-05
2024-04-18,1.7037290899517623e-07
2024-04-19,1.350255504051344e-06
2024-04-22,4.044480085646403e-06
2024-04-23,7.686215555796249e-06
2024-04-24,5.777685281013894e-06
2024-04-25,4.912870883970788e-05
2024-04-26,2.7602465993975706e-06
2024-04-29,1.2382137259320122e-05
2024-04-30,6.160424485155307e-05
2024-05-06,2.2845288601394904e-05
2024-05-07,1.4189725115661501e-05
2024-05-08,2.117828886492243e-06
2024-05-09,1.1487695072744109e-07
2024-05-10,2.723595359002816e-06
2024-05-13,1.1024080151655556e-05
2024-05-14,4.141187955480255e-06
2024-05-15,2.6115564448421503e-07
2024-05-16,2.4581702235893093e-06
2024-05-17,6.078073077207764e-06
2024-05-20,2.045163292989018e-06
2024-05-21,1.2050938915717201e-05
2024-05-22,4.063720078848309e-06
2024-05-23,3.6204292606382277e-07
2024-05-24,9.614499702320604e-06
2024-05-27,1.0815217346266623e-05
2024-05-28,3.1021655498121653e-06
2024-05-29,5.137659571143038e-07
2024-05-30,2.3313211925955826e-06
2024-05-31,9.767064096044054e-06
2024-06-03,5.844538996881768e-07
2024-06-04,1.6374983175709012e-06
2024-06-05,8.611035355919635e-06
2024-06-06,1.7584568541789206e-06
2024-06-07,1.0162217570439006e-05
2024-06-11,6.174392979062943e-08
2024-06-12,1.309909099417786e-05
2024-06-13,1.5783237408147946e-06
2024-06-14,8.681136505040026e-06
2024-06-17,1.266829354362127e-06
2024-06-18,2.2254678453682944e-06
2024-06-19,2.3468386516097077e-06
2024-06-20,4.516168544119494e-07
2024-06-21,2.4501904759209325e-06
2024-06-24,5.89657539942369e-06
2024-06-25,3.891901856889205e-06
2024-06-26,6.739017175617007e-06
2024-06-27,3.871157423186132e-06
2024-06-28,3.967756029356822e-06
2024-07-01,3.038404430921286e-06
2024-07-02,3.1609567109962914e-05
2024-07-03,3.4476132279224295e-06
2024-07-04,7.899763287634146e-06
2024-07-05,3.427508580880898e-06
2024-07-08,6.019185994787787e-06
2024-07-09,2.0889817383933365e-05
2024-07-10,6.053886649120797e-06
2024-07-11,7.035670491087689e-06
2024-07-12,1.360469713046309e-06
2024-07-15,2.362975023995073e-05
2024-07-16,5.33840247234095e-06
2024-07-17,4.536748526422996e-06
2024-07-18,5.24872803096146e-06
2024-07-19,1.7376413982931085e-06
2024-07-22,2.2067586420759073e-05
2024-07-23,2.0683862471811524e-05
2024-07-24,1.971856091603559e-06
2024-07-25,6.461468224736984e-06
2024-07-26,1.4175806674450286e-05
2024-07-29,2.7344528980672996e-06
2024-07-30,3.274511976332963e-06
2024-07-31,3.459469290568753e-06
2024-08-01,4.4352726528783215e-06
2024-08-02,7.70492085637219e-06
2024-08-05,1.161918003728895e-05
2024-08-06,3.05587685692873e-05
2024-08-07,1.4420254786049037e-05
2024-08-08,4.237391322596791e-06
2024-08-09,6.838619222983476e-06
2024-08-12,5.882562980760616e-06
2024-08-13,6.477378928921917e-05
2024-08-14,1.741773990244423e-05
2024-08-15,1.1693167395826278e-06
2024-08-16,2.5765259130710835e-06
2024-08-19,4.124481006715242e-06
2024-08-20,4.2580445169959835e-06
2024-08-21,9.525009849468934e-07
2024-08-22,2.5334189735755215e-06
2024-08-23,9.815502463799968e-06
2024-08-26,3.2031667994842848e-06
2024-08-27,2.98598555917539e-06
2024-08-28,1.2304138252064515e-06
2024-08-29,1.7817372089335947e-06
2024-08-30,1.6966690137901406e-06
2024-09-02,1.3984913201491313e-06
2024-09-03,1.3589030458953908e-05
2024-09-04,6.745238126852457e-05
2024-09-05,1.1432017243336045e-05
2024-09-06,3.312020553618702e-06
2024-09-09,6.669476152031985e-07
2024-09-10,4.275110345830065e-06
2024-09-11,2.26461671950489e-06
2024-09-12,2.5915911387389517e-06
2024-09-13,9.633516439927233e-06
2024-09-18,1.1099099427971517e-05
2024-09-19,3.846806347652561e-07
2024-09-20,8.419840207670618e-06
2024-09-23,6.756040646600702e-06
2024-09-24,3.0031658043551193e-06
2024-09-25,5.069779224370609e-06
2024-09-26,1.2576262245758888e-05
2024-09-27,3.463837335520137e-06
2024-09-30,4.1900714469602725e-05
2024-10-08,2.287253630399424e-05
2024-10-09,9.643599271440262e-08
2024-10-10,1.2476292082993433e-05
2024-10-11,7.944926275253111e-06
2024-10-14,8.371925184222162e-06
2024-10-15,6.080121666164541e-06
2024-10-16,3.6871809816969234e-06
2024-10-17,1.2256520606388737e-05
2024-10-18,3.3088624911703084e-06
2024-10-21,2.147343556015868e-06
2024-10-22,6.756683035318408e-06
2024-10-23,4.235601251070489e-06
2024-10-24,1.7840778870940113e-06
2024-10-25,1.3165855515669012e-05
2024-10-28,4.4188241497146453e-07
2024-10-29,1.812411612240411e-06
2024-10-30,1.1778306992746429e-06
2024-10-31,5.767384203490655e-06
2024-11-01,9.747547377462147e-06
2024-11-04,3.5808631615286138e-06
2024-11-05,3.7830905167651785e-05
2024-11-06,8.788472089347812e-07
2024-11-07,1.4235694609090723e-05
2024-11-08,2.3094498484262192e-05
2024-11-11,1.8842981398248075e-06
2024-11-12,7.378188071919048e-08
2024-11-13,6.221003778856746e-06
2024-11-14,7.493585425071732e-07
2024-11-15,1.0064994988171472e-05
2024-11-18,2.6815363238937297e-06
2024-11-19,3.63067671572867e-06
2024-11-20,6.054660880557082e-06
2024-11-21,8.791529901838249e-07
2024-11-22,3.1064901207192576e-06
2024-11-25,4.891845549612462e-06
2024-11-26,4.013591385506617e-06
2024-11-27,1.8816179717870835e-06
2024-11-28,1.188797463975138e-06
2024-11-29,3.9261148848375795e-07
2024-12-02,1.1818690132227375e-06
2024-12-03,2.0585316793234257e-05
2024-12-04,4.94976719848773e-06
2024-12-05,1.3885107891323385e-06
2024-12-06,6.499368570628931e-07
2024-12-09,1.1885721771850398e-06
2024-12-10,3.5933050235517595e-06
2024-12-11,4.1589557351154023e-05
2024-12-12,1.3787817845306513e-06
2024-12-13,2.0013604137947146e-06
2024-12-16,3.300045743351523e-05
2024-12-17,4.611748412972214e-06
2024-12-18,1.6749962100312885e-05
2024-12-19,1.1405532851456179e-06
2024-12-20,2.0561477912633318e-05
2024-12-23,7.470564730742482e-05
2024-12-24,2.1203891831226924e-05
2024-12-25,3.928186846808873e-06
2024-12-26,1.8880943341117585e-05
2024-12-27,5.518231591341329e-07
2024-12-30,9.411129275861138e-06
2024-12-31,1.6855415780730392e-05
2025-01-02,3.56673690375859e-06
2025-01-03,1.1619303849681301e-05
2025-01-06,1.0794240841436584e-05
2025-01-07,7.208917581108219e-06
2025-01-08,1.269513858510695e-05
2025-01-09,6.921181204112824e-05
2025-01-10,6.0838878191605206e-05
2025-01-13,1.7235940975990628e-06
2025-01-14,9.455876337304183e-06
2025-01-15,1.7290459445480337e-05
2025-01-16,5.860421337955186e-05
2025-01-17,5.85933474639163e-06
2025-01-20,7.623194966166549e-07
2025-01-21,2.040424247256631e-06
2025-01-22,1.744719307105666e-07
2025-01-23,5.4063856223607586e-05
2025-01-24,6.552360302703769e-06
2025-01-27,3.370130047368084e-06
2025-02-05,5.622983766221701e-05
2025-02-06,7.772842565176336e-05
2025-02-07,4.267370881568679e-06
2025-02-10,6.643139016522851e-05
2025-02-11,6.015697749882046e-06
2025-02-12,5.6541374233029365e-05
2025-02-13,5.65413742330293e-05
2025-02-14,8.649566687647381e-07
2025-02-17,5.566379186383477e-05
2025-02-18,6.027913438350682e-05
2025-02-19,5.694645059126753e-05
2025-02-20,6.574804526708906e-06
2025-02-21,7.336854576183855e-06
2025-02-24,6.13334728575636e-06
2025-02-25,1.695497976901652e-05
2025-02-26,6.376589314897867e-06
2025-02-27,6.326609917467196e-06
2025-02-28,2.483895072097158e-06
2025-03-03,3.019515642400846e-05
2025-03-04,2.074533968754753e-05
2025-03-05,7.876728185769538e-06
2025-03-06,3.137244169460457e-06
2025-03-07,5.375599757922504e-06
2025-03-10,1.1013709289924027e-05
2025-03-11,6.144220576639665e-06
2025-03-12,1.1208553803855236e-05
2025-03-13,4.635226628849548e-05
2025-03-14,3.0729334584702133e-06
2025-03-17,2.813860724680369e-05
2025-03-18,8.285621298810962e-06
2025-03-19,1.3077859889599198e-06
2025-03-20,3.767381398221116e-06
2025-03-21,1.0279883034157605e-05
2025-03-24,1.059181040892017e-05
2025-03-25,4.02774808544986e-06
2025-03-26,5.443577927384712e-06
2025-03-27,4.976314196231766e-06
2025-03-28,2.0431834121042576e-06
2025-03-31,1.6640136827668834e-05
2025-04-01,1.2162495515835107e-05
2025-04-02,6.396106728341854e-06
2025-04-03,6.649479384190263e-05
2025-04-07,4.227382833776632e-05
2025-04-08,9.865124777212286e-05
2025-04-09,2.375732525034851e-06
2025-04-10,3.6990304686355424e-06
2025-04-11,1.7497798769409403e-05
2025-04-14,2.8545819509712255e-06
2025-04-15,3.2629760598976656e-06
2025-04-16,4.813923122827281e-07
2025-04-17,8.278038925785366e-06
2025-04-18,2.1919344844234626e-06
2025-04-21,9.649884842475829e-07
2025-04-22,2.2118998631787574e-06
2025-04-23,1.2767863464897678e-05
2025-04-24,3.0286127293785983e-05
2025-04-25,2.134296475567704e-06
2025-04-28,1.3747069859372796e-06
2025-04-29,4.542826793725481e-07
2025-04-30,4.635633621846689e-06
2025-05-06,8.631089991006785e-07
2025-05-07,1.4758741689773585e-06
2025-05-08,3.898669456411617e-07
2025-05-09,9.7305397549424e-06
2025-05-12,3.7331004618085013e-05
2025-05-13,3.6253779439540113e-06
2025-05-14,1.9101379588371307e-06
2025-05-15,3.755846873126303e-05
2025-05-16,4.53669220747497e-06
2025-05-19,9.384819093910153e-07
2025-05-20,5.851339907810248e-07
2025-05-21,2.2475308181996167e-07
2025-05-22,4.842864376653363e-06
2025-05-23,2.894745847503051e-07
2025-05-26,1.4349855934366226e-06
2025-05-27,1.061916458603176e-06
2025-05-28,5.222856887750587e-07
2025-05-29,2.774880654350491e-07
2025-05-30,5.631324571020654e-06
2025-06-03,4.0358326604642036e-06
2025-06-04,1.2034036428296356e-06
2025-06-05,1.6233170537330449e-06
2025-06-06,8.861508778112807e-07
2025-06-09,3.585943371065346e-06
2025-06-10,9.742268254653124e-07
2025-06-11,2.0687379169936384e-06
2025-06-12,2.9886999336119457e-06
2025-06-13,5.819459338569228e-07
2025-06-16,3.969147514434363e-06
2025-06-17,6.161972555369516e-07
2025-06-18,7.87749947387743e-06
2025-06-19,1.4249403817174698e-07
2025-06-20,4.237941897236593e-06
2025-06-23,3.1163215412972206e-07
2025-06-24,6.379018812740639e-07
2025-06-25,8.863445791243551e-06
2025-06-26,1.0099539915396316e-05
2025-06-27,9.433979436085684e-07
2025-06-30,6.353587896986458e-07
2025-07-01,3.4083242775118513e-06
2025-07-02,1.8979302584544306e-06
2025-07-03,2.5332504922518444e-06
2025-07-04,1.532296724768248e-06
2025-07-07,7.46859033431399e-07
2025-07-08,1.5118278008288896e-06
2025-07-09,8.90434304119819e-06
2025-07-10,2.4535803217938628e-06
2025-07-11,5.731452176634275e-06
2025-07-14,8.189701885576509e-07
2025-07-15,1.8805100165356462e-06
2025-07-16,1.2017913079128557e-05
2025-07-17,2.2855057345937263e-06
2025-07-18,3.45144922508079e-06
2025-07-21,2.2604837760640054e-06
2025-07-22,4.881739629828695e-06
2025-07-23,2.8443370761173474e-06
2025-07-24,1.6411432751988162e-06
2025-07-25,3.858699804375339e-05
2025-07-28,4.629449110577545e-06
2025-07-29,1.1603642619296847e-05
2025-07-30,1.3386492929031657e-05
2025-07-31,1.1893527581954916e-05
2025-08-01,2.5956084736389814e-05
2025-08-04,1.3037196393161373e-05
2025-08-05,9.607235947712599e-06
2025-08-06,5.833778618608246e-06
2025-08-07,6.27714921003629e-07
2025-08-08,4.705019607425663e-06
2025-08-11,6.700799791116742e-07
2025-08-12,1.0419370292851972e-05
2025-08-13,1.918036830511779e-06
2025-08-14,2.3941932099708214e-06
2025-08-15,6.994095127742655e-07
2025-08-18,3.5415480618926563e-06
2025-08-19,4.144203935888972e-05
2025-08-20,4.140886355300008e-06
2025-08-21,1.0288070783322306e-05
2025-08-22,2.5608744897927665e-06
2025-08-25,1.807276736788823e-05
2025-08-26,3.9624040980090825e-06
2025-08-27,3.2381504455384765e-06
2025-08-28,7.716155016090215e-06
2025-08-29,3.887654928257378e-06
2025-09-01,3.633795318074666e-07
2025-09-02,2.4721765905289355e-05
2025-09-03,1.8217537702626894e-06
2025-09-04,4.668486262440253e-06
2025-09-05,7.026278136467508e-06
2025-09-08,1.587418634369312e-05
2025-09-09,2.350785098105809e-06
2025-09-10,7.190261740386745e-06
2025-09-11,9.304006297118673e-07
2025-09-12,5.084211672874296e-06
2025-09-15,1.0621535118101322e-06
2025-09-16,1.1639765475260252e-06
2025-09-17,3.3879583870165438e-06
2025-09-18,5.792689547351043e-06
2025-09-19,5.781389737624703e-06
2025-09-22,1.2791507426974633e-05
2025-09-23,8.112312482013516e-06
2025-09-24,8.132009264944243e-06
2025-09-25,4.201868367270552e-06
2025-09-26,2.130219089747684e-06
2025-09-29,4.160159312990835e-06
2025-09-30,6.809119027792507e-06
2025-10-09,1.792043480476119e-05
2025-10-10,3.375386983809102e-05
2025-10-13,9.796990914713931e-06
2025-10-14,1.3746677348142614e-05
2025-10-15,4.446119868660253e-06
2025-10-16,2.2090418575354545e-06
2025-10-17,4.201333023616145e-07
2025-10-20,1.1322131564863541e-05
2025-10-21,9.955523962887952e-06
2025-10-22,2.9586259867645586e-06
2025-10-23,5.786298016951413e-06
2025-10-24,7.204586586846227e-07
2025-10-27,1.7196222075091858e-06
2025-10-28,6.622358153928363e-06
2025-10-29,2.4347760403246557e-05
2025-10-30,1.5888463508004213e-06
2025-10-31,1.6057661747210743e-06
2025-11-03,0.0008579081033251272
2025-11-04,8.908915051203753e-06
2025-11-05,1.8641498207167568e-05
2025-11-06,1.0879410180655982e-05
2025-11-07,1.2955255178212583e-05
2025-11-10,0.0008693692552022051
2025-11-11,1.5478742650340272e-06
2025-11-12,2.083102785567895e-06
2025-11-13,3.817526701632365e-07
2025-11-14,0.0008723443145521936
2025-11-17,0.0008803162283393811
2025-11-18,3.153237125186512e-06
2025-11-19,6.192015853822947e-06
2025-11-20,1.1385456175547187e-06
2025-11-21,4.740044564687369e-06
2025-11-24,8.53509759334824e-06
2025-11-25,8.416589195414659e-08
2025-11-26,3.1840173001714183e-06
2025-11-27,1.261144033832384e-05
2025-11-28,2.6233810872397512e-08
2025-12-01,1.0694404630419794e-06
2025-12-02,1.5906819104979462e-06
2025-12-03,4.2320997816079794e-07
2025-12-04,6.764593428098404e-07
2025-12-05,1.2079295537242948e-05
2025-12-08,1.5975394209983406e-06
2025-12-09,1.0214582427575132e-06
2025-12-10,1.7078338775927422e-06
2025-12-11,3.0040248388609437e-07
2025-12-12,3.1607375614252345e-05
2025-12-15,3.12114282002149e-05
2025-12-16,3.18330637866918e-05
2025-12-17,4.848977248179705e-06
2025-12-18,3.296299236362319e-05
2025-12-19,2.4442626720597405e-06
2025-12-22,1.6375389129995293e-06
2025-12-23,1.9274639235924448e-06
2025-12-24,2.7046727867922254e-05
2025-12-25,3.0222373826810195e-06
2025-12-26,1.635459572640715e-06
2025-12-29,2.7944950487620786e-07
2025-12-30,1.4374443535756335e-05
2025-12-31,5.746147873028882e-06
2026-01-05,1.5542627984087044e-06
2026-01-06,6.946371333043176e-06
2026-01-07,0.0008449672326119205
2026-01-08,2.5845348436576155e-06
2026-01-09,6.752795192439321e-06
2026-01-12,1.7840464140713718e-06
2026-01-13,1.2685724687833994e-05
2026-01-14,6.900932551548167e-06
2026-01-15,5.02649170031641e-06
2026-01-16,3.5497405356341992e-06
2026-01-19,1.8321398287381164e-06
2026-01-20,7.384726694820904e-06
2026-01-21,8.041388364914137e-07
2026-01-22,2.9512663555672324e-05
2026-01-23,1.4794147175769614e-05
2026-01-26,1.5045830347062958e-05
2026-01-27,1.5681638302364758e-05
2026-01-28,3.342716080638436e-06
2026-01-29,1.502672836406134e-05
2026-01-30,3.3898957690853635e-05
2026-02-02,4.8549936424212856e-05
2026-02-03,1.8892081527091232e-05
2026-02-04,1.4564414869410791e-05
2026-02-05,2.660305859955088e-06
2026-02-06,2.1307787347567555e-06
2026-02-09,6.630693129072517e-06
2026-02-10,8.306148559709847e-06
2026-02-11,1.7744212358515588e-07
2026-02-12,6.082034544253045e-07
2026-02-13,1.7353037031957175e-07
2026-02-24,1.3487085909402591e-05
2026-02-25,7.925080115867275e-06
2026-02-26,3.887922954986841e-06
2026-02-27,8.221330233473407e-07
2026-03-02,2.2542907510516713e-06
2026-03-03,6.418808072202895e-06
2026-03-04,1.4723764371865261e-05
2026-03-05,9.584423001313013e-06
2026-03-06,3.43238201470404e-05
2026-03-09,8.202353784846594e-05
2026-03-10,2.644044938419219e-05
2026-03-11,8.62579680970979e-05
2026-03-12,2.8405311135261958e-06
2026-03-13,1.029716397988406e-06
2026-03-16,1.7929736305567351e-06
2026-03-17,2.086347055184748e-06
2026-03-18,5.575144600436843e-06
2026-03-19,9.09996324196112e-06
2026-03-20,1.0472801267707916e-05
2026-03-23,9.656815807215267e-05
2026-03-24,2.3302674593662274e-05
2026-03-25,1.0170784424245654e-05
2026-03-26,1.1545041744741358e-05
2026-03-27,5.475587505234941e-06
2026-03-30,2.5992745912950187e-06
