,contrib_162411.SZ,contrib_510300.SH,contrib_511010.SH,contrib_513100.SH,contrib_518880.SH
2020-01-02,0.0,0.0011820952130696986,-0.002710865672833904,0.001535877022476519,-0.000491735740318055
2020-01-03,0.0,-0.00027280015850423314,-0.0005683064803590741,0.0005337808211448862,0.002346748910120637
2020-01-06,0.0,-0.00044765439400108053,0.0006518720503834229,-0.0016503188218212968,0.0029449359923519576
2020-01-07,-0.0,0.0009294173952848045,-0.0002988268804218406,0.0016544058315763185,-0.001006019351565719
2020-01-08,0.0,-0.0011876743131053339,0.0007338042321970252,-0.0013104445188238042,0.0020423606674712875
2020-01-09,-0.0,0.0012408953886711726,0.0005933338416404038,0.0023633108797820666,-0.0035438066414194224
2020-01-10,-0.0,-2.8441080407542255e-05,0.0007243503628606481,0.002254219676993096,0.00021775682659530926
2020-01-13,-0.0,0.0013005097801906326,1.7949189690079146e-05,-0.00018331326826625526,0.0
2020-01-14,-0.0,-0.0004987230211125256,0.0005411651053253144,0.0010978036201119328,-0.0009787895626018816
2020-01-15,0.0,-0.000878913940895984,0.00030843850988289607,0.00022974187764570082,0.0006343515161632139
2020-01-16,-0.0,-0.0001593751271947203,-0.001168214275712598,0.0007939724528199138,6.454454752906352e-05
2020-01-17,-0.0,0.00013991949398794589,0.000669289720038324,0.0011181100152244385,-4.5438022726205284e-05
2020-01-20,-0.0,0.0008463360014438811,0.000322006496822136,-0.0015361125540552178,2.2935882299259735e-05
2020-01-21,-0.0,-0.002120340460011004,0.003420412553757682,-0.00063147716221384,0.0007445138997615438
2020-01-22,-0.0,0.0004227419340177844,-0.0015695360271432643,0.001139303429216419,-0.0008693872344493232
2020-01-23,-0.0,-0.003943954148705753,0.003836326016876019,0.0012719263649256737,0.0007005619096840819
2020-02-03,-0.0,-0.010104426894935464,0.009363672849689263,-0.006292115578084487,0.0033070275240583225
2020-02-04,0.0,0.003031987385248827,-0.005870781644677765,0.004933007386934194,-0.0015301540914264636
2020-02-05,0.0,0.0010586529957595464,0.0008306135028661979,0.006079308186594182,-0.001437982792619432
2020-02-06,0.0,0.002581999731653628,-0.001569908582283612,0.003947826504874462,-0.001077384210451275
2020-02-07,-0.0,-0.00024818264680594876,0.0008621501693001612,0.0008987833306991924,0.0010336067995957937
2020-02-10,-0.0,0.0003598147665911601,0.0009150284537024424,0.0007611261862836811,0.000834380452897963
2020-02-11,-0.0,0.0011584997824816516,0.0003284594754882667,0.004577444955793465,-0.0005752785679911446
2020-02-12,0.0,0.0007651618267442318,-0.0005452621664325246,0.0029866040007520997,-0.0004514399338517741
2020-02-13,-0.0,-0.0005713344116856582,-0.0007969372695750576,0.006477367494629104,0.0016215622633260587
2020-02-14,-0.0,0.0007544520110355003,-1.8524233170700566e-05,-0.004470827890516505,0.00026053735548856873
2020-02-17,-0.0,0.002445092800055125,-0.0008328139989582277,-0.0007309156003377565,0.0007275130601505528
2020-02-18,-0.0,-0.0006698159005029431,-0.00010861164751038597,-0.0030007629292099214,0.001130605981684167
2020-02-19,0.0,2.7073984186936507e-05,0.00012378515030536566,-0.0007898803807234508,0.0026590934896435544
2020-02-20,0.0,0.0024848679158899667,-0.0006962867350851315,0.0004402919106286584,0.000768717823999221
2020-02-21,-0.0,0.0003622341695118927,0.000573287405681786,-0.0021220642209625086,0.004629770960147522
2020-02-24,-0.0,-0.0008761713729664117,0.001123439608149417,-0.003422310152379335,0.004579416277479932
2020-02-25,-0.0,-0.00021921622677882857,-0.0003498936636793408,0.0026841020701298384,-0.004077492649290759
2020-02-26,-0.0,-0.0009651875808955214,7.334844225548751e-05,-0.0013335690423373371,0.0009573074588481257
2020-02-27,-0.0,2.8430700731907934e-05,0.0006459512372903067,-0.0009799173912280058,4.765837479983887e-05
2020-02-28,-0.0,-0.003930012744257397,0.0027606000246349553,-0.003584915493134158,-0.00219184160542119
2020-03-02,0.0,0.003983834089125933,-0.0011372337559316026,0.003052199782768393,-0.003930911891198726
2020-03-03,0.0,-7.539861168996762e-05,0.00012048851290784742,0.0004588108835510356,-0.0002762435741795763
2020-03-04,0.0,0.0007295536352992822,0.000980371559049978,3.793153548936814e-05,0.003503189562801507
2020-03-05,0.0,0.0024806662017542364,0.00014401278178781344,7.708433405650401e-05,-4.20684134554823e-05
2020-03-06,-0.0,-0.0018787679588570703,0.0009122414141270749,-0.0015085623511887718,0.0031687747307670455
2020-03-09,-0.0,-0.003110210571578193,0.004695139532893104,-0.004635341099708768,-0.0010608629856538596
2020-03-10,-0.0,0.0022332754775420947,-0.0020166915106497128,0.0031558861326308517,-0.002059363360011924
2020-03-11,-0.0,-0.0016817688158546858,-5.480829692647661e-06,-0.002234579003988303,0.0016104033864414442
2020-03-12,-0.0,-0.0015851878976875348,0.0005403486219258165,-0.0022419040407549683,-0.001759751693028147
2020-03-13,-0.0,-0.0014941930260182696,-0.002716782461861546,0.0007911963995519256,-0.004613281033364255
2020-03-16,-0.0,-0.0044517324881191206,-0.0008105234752009479,-0.004106157823005176,-0.0036499204307612297
2020-03-17,0.0,-0.0008684272079109277,-0.0015868874158448869,0.001348312158181054,-0.0064511835361807535
2020-03-18,-0.0,-0.0017192416484142193,0.0,-0.0016943479184374772,0.002547732782619047
2020-03-19,0.0,-0.0009857196531658596,-0.001855813866583352,0.0013183787382570953,-0.00046543008745021316
2020-03-20,0.0,0.0013918092873784942,0.0013162062398646259,0.0020454385123979415,0.0011588723729841885
2020-03-23,0.0,-0.00333836172524414,0.0035404190847297154,-0.0027452576311491513,-0.0003035559953924703
2020-03-24,0.0,0.00251310358502054,8.734047673749159e-05,0.0033578078443403155,0.006748648208719798
2020-03-25,0.0,0.0026758356018072305,0.00011526341647772215,0.002267753453109028,0.0015914574164690666
2020-03-26,-0.0,-0.0005985597277873865,0.001629636897125881,-0.0014388516844352451,-0.0002416714998833372
2020-03-27,-0.0,0.0004498025097573345,0.001238050520772482,-0.0010938097045997772,0.0010875897969884055
2020-03-30,-0.0,-0.0008974124517213719,0.0009619112483306869,-0.0011862421513640046,-0.0007794111905592019
2020-03-31,0.0,7.991941622198658e-05,0.0014301485735733403,9.270903991745359e-05,8.094881776494641e-05
2020-04-01,0.0,0.0001070532573150058,0.0014064044444253947,-0.0006143875242690109,-0.0015737635859532678
2020-04-02,0.0,0.0013462339870710944,-0.000932498119589765,0.0010797810563211681,0.0004067342042532062
2020-04-03,-0.0,-0.0006874753986863944,-0.00035104179701292627,-0.0008575996783678037,0.0008783004722782189
2020-04-07,-0.0,0.0022160828202184286,0.003928540991748341,0.0018558009316712559,0.0027456991939047493
2020-04-08,-0.0,-0.00040865831181645233,0.0031038996098466678,-0.0003688203780564238,-0.0009548855826268833
2020-04-09,0.0,0.0003125163343193558,0.0008171852282424561,0.00024352049900374075,0.0002544728385923064
2020-04-10,-0.0,-0.00033962500436132947,-0.0014053802369313334,-0.0008484925077943192,0.0005924245928238894
2020-04-13,0.0,-0.000613703763268757,0.001005901253000096,-0.0006502400658956873,-2.8858772150060776e-05
2020-04-14,0.0,0.001819656455664688,0.00023095550337066763,0.0014814840459769548,0.0012134946584124618
2020-04-15,0.0,-0.0006186389317221019,0.0034195982889305156,0.0014641490801422592,-0.0002851167266816479
2020-04-16,0.0,0.0,-0.0007925028227828597,0.0005786963417099798,0.0009501272287716127
2020-04-17,0.0,0.0,-0.0005036056372390823,0.0026342212627492433,-0.002082647313888113
2020-04-20,-0.0,0.0,-5.7793332605178595e-05,0.0,-0.000609415066537173
2020-04-21,-0.0,-0.0,0.0004109138510775249,-0.0005929941388331698,0.0011218028078304907
2020-04-22,-0.0,0.0,0.0029172229829188827,0.0016543444608109015,-0.00033480419232480654
