ts_code,raw_signal,signal,volatility,weight
510300.SH,0.21345444733486688,1.0,0.17203004650754986,0.04559005440283175
513100.SH,0.10218969832213057,1.0,0.22181716923688288,0.035357313440535935
518880.SH,0.6315086196394233,1.0,0.5064652634325431,0.015485482905671135
162411.SZ,0.038959529005748374,1.0,0.6716227291202499,0.011677477308539179
511010.SH,-0.008803762186358954,-1.0,0.008793530664078803,-0.8918896719424222
