,turnover
2023-09-05,0.06762654146934152
2023-09-06,0.0076486963143986356
2023-09-07,0.0034206900193030423
2023-09-08,0.012743099797345725
2023-09-11,0.031542661280240636
2023-09-12,0.002228462571869233
2023-09-13,0.015075019910014177
2023-09-14,0.012437859772995954
2023-09-15,0.03650115568518036
2023-09-18,0.07417133288386003
2023-09-19,0.008635372662585662
2023-09-20,0.021484980218430406
2023-09-21,0.019823483835127796
2023-09-22,0.006241923501265567
2023-09-25,0.005832175528654955
2023-09-26,0.003977552117078245
2023-09-27,0.013854348011097105
2023-09-28,0.0329336665133605
2023-10-09,0.1258358755336827
2023-10-10,0.0270308257520204
2023-10-11,0.022600298817741823
2023-10-12,1.4283779208751302
2023-10-13,0.020600705456328305
2023-10-16,0.0014764210207734718
2023-10-17,0.03162526777497293
2023-10-18,0.004081165559812139
2023-10-19,0.017713397715709067
2023-10-20,0.01700931326121602
2023-10-23,0.015637947707205863
2023-10-24,0.031330926941580184
2023-10-25,0.008608954537847519
2023-10-26,0.005321328276624904
2023-10-27,0.08950804160084541
2023-10-30,0.01090853993494817
2023-10-31,0.016509193084602608
2023-11-01,0.00020793726297554938
2023-11-02,0.02196366416250256
2023-11-03,0.04195541958395113
2023-11-06,0.012656970049969796
2023-11-07,1.5089139975235928
2023-11-08,0.010318628053177133
2023-11-09,1.5184289871073031
2023-11-10,0.01288340772367999
2023-11-13,0.014107034584443678
2023-11-14,0.03541376532562823
2023-11-15,1.547733480509704
2023-11-16,0.008072265112183452
2023-11-17,0.002663375059076052
2023-11-20,0.00582873608253795
2023-11-21,0.02234114722086329
2023-11-22,0.0035502273275894655
2023-11-23,1.5831820791117523
2023-11-24,1.5414043126272592
2023-11-27,0.007867021581086535
2023-11-28,1.5335372910461729
2023-11-29,1.5565009401290464
2023-11-30,0.0064239591290532055
2023-12-01,0.008761793401885758
2023-12-04,0.0070079655275192415
2023-12-05,0.01746499208367102
2023-12-06,0.03226925875040211
2023-12-07,0.10576773749803274
2023-12-08,0.004074353627590704
2023-12-11,0.006068205588828916
2023-12-12,0.16605837502088
2023-12-13,0.005147578487665019
2023-12-14,0.16533050517599945
2023-12-15,0.02162479522784891
2023-12-18,0.004374434234811653
2023-12-19,0.003018736242745665
2023-12-20,0.00019417351264111593
2023-12-21,0.009491919991106643
2023-12-22,0.010997562464314686
2023-12-25,1.6625482136164187
2023-12-26,1.6405246463326744
2023-12-27,0.0024008244536187634
2023-12-28,0.006537944249789818
2023-12-29,0.003818626419280907
2024-01-02,0.000771285089547144
2024-01-03,0.02159310599738845
2024-01-04,0.01476164703769084
2024-01-05,0.00043214726945633997
2024-01-08,0.0046274884100628855
2024-01-09,0.002275783560406225
2024-01-10,0.026278566533671173
2024-01-11,0.003664682279075168
2024-01-12,0.0033529859136012252
2024-01-15,0.003453660207821292
2024-01-16,0.005253767181086756
2024-01-17,0.011473788166257215
2024-01-18,0.029947353599599928
2024-01-19,0.0012427565258458367
2024-01-22,0.092299363409102
2024-01-23,0.09843439607600543
2024-01-24,0.08366628432559595
2024-01-25,0.005576093797125828
2024-01-26,0.014359715757754361
2024-01-29,0.0076433769611012545
2024-01-30,0.003536824926888907
2024-01-31,0.08510627120960096
2024-02-01,0.016281115117693687
2024-02-02,0.017781063260413184
2024-02-05,0.009201901528632851
2024-02-06,0.023024182504668256
2024-02-07,0.04581933100599761
2024-02-08,0.10715095998950049
2024-02-19,0.014698428614118193
2024-02-20,0.005571482426090499
2024-02-21,0.10320924114268591
2024-02-22,0.0066125809722478585
2024-02-23,0.015136790683443174
2024-02-26,0.009458463117981111
2024-02-27,0.013325631148057931
2024-02-28,0.09195880023709868
2024-02-29,0.0009065073246599664
2024-03-01,0.09007730501506134
2024-03-04,0.0010732463581792154
2024-03-05,0.06808442844105367
2024-03-06,0.043286761975560195
2024-03-07,0.014122863190316547
2024-03-08,0.01838021587071363
2024-03-11,0.0038869365322068486
2024-03-12,0.010861975202372663
2024-03-13,0.10001053777934199
2024-03-14,0.0015927149144800354
2024-03-15,0.005738960071487359
2024-03-18,0.0013495738508909338
2024-03-19,0.10715029880125906
2024-03-20,0.004312612872648454
2024-03-21,0.002184993924406589
2024-03-22,0.05449771590730649
2024-03-25,0.009930290930394103
2024-03-26,0.008048972740777656
2024-03-27,0.0010583860409282692
2024-03-28,0.012872839626808776
2024-03-29,0.006122237638465006
